"# EDITED with R"	""	""	""	""	""	""	""	""	""	""
"name"	"name:ca"	"alt_name"	"alt_name:ca"	"translations"	"ca.wikipedia_page"	"wikidata_id"	"typeOSM"	"idOSM"	"multilang_names"	"all_tags"
"Plaza del Carmen"	"Plaça del Carme"						"way"	"745228284"		"{'area': 'yes', 'highway': 'residential', 'name': 'Plaza del Carmen'}"
"Plaza Dr. Fleming"	"Plaça Dr. Fleming"						"way"	"688512244"		"{'highway': 'residential', 'name': 'Plaza Dr. Fleming'}"
"Plaza Iglesia"	"Plaça Església"						"way"	"259034608"		"{'area': 'yes', 'highway': 'service', 'name': 'Plaza Iglesia'}"
"Plaza Mariola"	"Plaça Mariola"						"way"	"535044346"		"{'highway': 'residential', 'name': 'Plaza Mariola'}"
"Plaza Mayor"	"Plaça Major"						"way"	"247142263"		"{'name': 'Plaza Mayor', 'place': 'square'}"
"Plaza Mayor"	"Plaça Major"						"way"	"240739406"		"{'area': 'yes', 'highway': 'residential', 'name': 'Plaza Mayor'}"
"Plaza San Isidro"	"Plaça Sant Isidre"						"way"	"745621181"		"{'highway': 'service', 'name': 'Plaza San Isidro', 'service': 'alley'}"
"Plaza San Isidro"	"Plaça Sant Isidre"						"way"	"745621182"		"{'area': 'yes', 'highway': 'residential', 'name': 'Plaza San Isidro'}"
"Plaza San Pedro"	"Plaça Sant Pere"						"way"	"202071144"		"{'area': 'yes', 'highway': 'service', 'name': 'Plaza San Pedro'}"
