"# EDITED with R"	""	""	""	""	""	""	""	""	""	""
"name"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_id"	"typeOSM"	"idOSM"	"multilang_names"	"all_tags"	"name:ca"	"alt_name:ca"
"Calle América"					"way"	"157291038"		"{'highway': 'residential', 'maxspeed': '30', 'name': 'Calle América', 'oneway': 'yes'}"	"Carrer Amèrica"	
"Calle América"					"way"	"157291063"		"{'highway': 'residential', 'name': 'Calle América', 'oneway': 'yes'}"	"Carrer Amèrica"	
"Calle América"					"way"	"157291037"		"{'highway': 'residential', 'name': 'Calle América', 'oneway': 'yes'}"	"Carrer Amèrica"	
"Calle Antonio Machado"					"way"	"715057619"		"{'highway': 'residential', 'name': 'Calle Antonio Machado'}"	"Carrer Antonio Machado"	
"Calle Antonio Machado"					"way"	"246290684"		"{'highway': 'residential', 'name': 'Calle Antonio Machado'}"	"Carrer Antonio Machado"	
"Calle Antonio Machado"					"way"	"545121243"		"{'highway': 'residential', 'name': 'Calle Antonio Machado'}"	"Carrer Antonio Machado"	
"Calle Antonio Machado"					"way"	"715057618"		"{'highway': 'residential', 'name': 'Calle Antonio Machado'}"	"Carrer Antonio Machado"	
"Calle Antonio Vivaldi"					"way"	"261584161"		"{'highway': 'residential', 'maxspeed': '50', 'name': 'Calle Antonio Vivaldi', 'oneway': 'yes'}"	"Carrer Antonio Vivaldi"	
"Calle Antonio Vivaldi"					"way"	"658546938"		"{'highway': 'residential', 'maxspeed': '50', 'name': 'Calle Antonio Vivaldi', 'oneway': 'yes'}"	"Carrer Antonio Vivaldi"	
"Calle Asusach Palmera"					"way"	"163609155"		"{'highway': 'service', 'name': 'Calle Asusach Palmera', 'service': 'alley'}"	"Carrer Atzucac Palmera"	
"Calle Benifairó"					"way"	"448820340"		"{'highway': 'residential', 'name': 'Calle Benifairó'}"	"Carrer Benifairó"	
"Calle Bonrepòs i Mirambell"					"way"	" 77472979"		"{'highway': 'residential', 'name': 'Calle Bonrepòs i Mirambell', 'noexit': 'yes'}"	"Carrer Bonrepòs i Mirambell"	
"Calle Calvario"					"way"	"112310937"		"{'highway': 'residential', 'name': 'Calle Calvario', 'oneway': 'no'}"	"Carrer Calvari"	
"Calle Camí Mar A"					"way"	"214360639"		"{'highway': 'residential', 'name': 'Calle Camí Mar A', 'oneway': 'yes'}"	"Carrer Camí Mar A"	
"Calle Camí Mar B"					"way"	"214360644"		"{'highway': 'residential', 'name': 'Calle Camí Mar B', 'oneway': 'yes'}"	"Carrer Camí Mar B"	
"Calle Camí Mar C"					"way"	"996677846"		"{'highway': 'residential', 'lanes': '1', 'name': 'Calle Camí Mar C', 'oneway': 'yes', 'sidewalk': 'right'}"	"Carrer Camí Mar C"	
"Calle Camí Mar C"					"way"	"214360615"		"{'highway': 'residential', 'lanes': '1', 'name': 'Calle Camí Mar C', 'oneway': 'yes', 'sidewalk': 'right'}"	"Carrer Camí Mar C"	
"Calle Camí Mar C"					"way"	"214360621"		"{'highway': 'residential', 'name': 'Calle Camí Mar C', 'oneway': 'no'}"	"Carrer Camí Mar C"	
"Calle Camí Mar D"					"way"	"214360585"		"{'highway': 'residential', 'lanes': '1', 'name': 'Calle Camí Mar D', 'oneway': 'yes', 'sidewalk': 'right'}"	"Carrer Camí Mar D"	
