"# EDITED with R"	""	""	""	""	""	""	""	""	""	""
"name"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_id"	"typeOSM"	"idOSM"	"multilang_names"	"all_tags"	"name:ca"	"alt_name:ca"
"Calle de San José"					"way"	"772885511"		"{'highway': 'residential', 'name': 'Calle de San José'}"	"Carrer de Sant Josep"	
"Calle de San José"					"way"	"123781457"		"{'highway': 'residential', 'name': 'Calle de San José'}"	"Carrer de Sant Josep"	
"Calle de San José"					"way"	"772885510"		"{'highway': 'residential', 'name': 'Calle de San José'}"	"Carrer de Sant Josep"	
"Calle de San Miguel"					"way"	"123255541"		"{'highway': 'service', 'name': 'Calle de San Miguel', 'oneway': 'yes', 'service': 'alley'}"	"Carrer de Sant Miquel"	
"Calle de San Miguel"					"way"	"186998125"		"{'highway': 'residential', 'name': 'Calle de San Miguel'}"	"Carrer de Sant Miquel"	
"Calle de San Miguel"					"way"	"123255548"		"{'highway': 'residential', 'name': 'Calle de San Miguel'}"	"Carrer de Sant Miquel"	
"Calle de San Vicente Ferrer"					"way"	"123254662"		"{'highway': 'service', 'name': 'Calle de San Vicente Ferrer', 'service': 'alley'}"	"Carrer de Sant Vicent Ferrer"	
"Calle del Maestro Serrano"					"way"	"123231545"		"{'highway': 'residential', 'name': 'Calle del Maestro Serrano'}"	"Carrer del Mestre Serrano"	
"Calle Maestro Serrano"					"way"	"173307829"		"{'highway': 'service', 'name': 'Calle Maestro Serrano', 'service': 'alley'}"	"Carrer Mestre Serrano"	
