"# EDITED with R"	""	""	""	""	""	""	""	""	""	""
"name"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_id"	"typeOSM"	"idOSM"	"multilang_names"	"all_tags"	"name:ca"	"alt_name:ca"
"Calle Jaime I"	""				"way"	"171983369"		"{'highway': 'residential', 'name': 'Calle Jaime I', 'oneway': 'yes', 'sidewalk': 'both'}"	"Carrer Jaume I"	""
"Calle Jaime I"	""				"way"	"927375960"		"{'highway': 'residential', 'name': 'Calle Jaime I', 'oneway': 'yes'}"	"Carrer Jaume I"	""
"Calle Joaquín Blume"	""				"way"	"462330806"		"{'highway': 'residential', 'name': 'Calle Joaquín Blume', 'oneway': 'yes'}"	"Carrer Joaquim Blume"	""
"Calle Joaquín Costa"	""				"way"	"171983838"		"{'highway': 'residential', 'name': 'Calle Joaquín Costa'}"	"Carrer Joaquín Costa"	""
"Calle Joaquín Costa"	""				"way"	"171983373"		"{'highway': 'residential', 'name': 'Calle Joaquín Costa'}"	"Carrer Joaquín Costa"	""
"Calle Joaquín Costa"	""				"way"	"171983841"		"{'highway': 'residential', 'name': 'Calle Joaquín Costa', 'oneway': 'yes'}"	"Carrer Joaquín Costa"	""
"Calle Joaquín Costa"	""				"way"	"460955930"		"{'highway': 'residential', 'name': 'Calle Joaquín Costa', 'oneway': 'yes'}"	"Carrer Joaquín Costa"	""
"Calle Santa Rita"	""				"way"	"171983504"		"{'highway': 'residential', 'name': 'Calle Santa Rita'}"	"Carrer Santa Rita"	""
