"# EDITED with R"	""	""	""	""	""	""	""	""	""	""
"name"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_id"	"typeOSM"	"idOSM"	"multilang_names"	"all_tags"	"name:ca"	"alt_name:ca"
"Calle de San Antonio"					"way"	"778245268"		"{'highway': 'residential', 'name': 'Calle de San Antonio'}"	"Carrer de Sant Antoni"	
"Calle de San Antonio"					"way"	"871973193"		"{'highway': 'living_street', 'name': 'Calle de San Antonio', 'surface': 'concrete'}"	"Carrer de Sant Antoni"	
"Calle de San Antonio"					"way"	"590549847"		"{'highway': 'living_street', 'lit': 'yes', 'name': 'Calle de San Antonio', 'surface': 'concrete'}"	"Carrer de Sant Antoni"	
"Calle de San Antonio"					"way"	"871973195"		"{'highway': 'living_street', 'name': 'Calle de San Antonio', 'surface': 'concrete'}"	"Carrer de Sant Antoni"	
"Calle de San José"					"way"	"822254843"		"{'highway': 'residential', 'name': 'Calle de San José'}"	"Carrer de Sant Josep"	
"Calle de San Miguel"					"way"	"394470165"		"{'highway': 'living_street', 'name': 'Calle de San Miguel'}"	"Carrer de Sant Miquel"	
"Calle de San Roque"					"way"	"283420005"		"{'highway': 'living_street', 'name': 'Calle de San Roque'}"	"Carrer de Sant Roc"	
"Calle San Antonio"					"way"	"297100908"		"{'highway': 'residential', 'name': 'Calle San Antonio'}"	"Carrer Sant Antoni"	
"Calle San Vicente Ferrer"					"way"	" 23097006"		"{'highway': 'service', 'name': 'Calle San Vicente Ferrer', 'service': 'alley'}"	"Carrer Sant Vicent Ferrer"	
"Calle Virgen del Pilar"					"way"	"297100906"		"{'highway': 'residential', 'name': 'Calle Virgen del Pilar'}"	"Carrer Mare de Déu del Pilar"	
"Calle Virgen del Pilar"					"way"	"283419942"		"{'highway': 'living_street', 'name': 'Calle Virgen del Pilar'}"	"Carrer Mare de Déu del Pilar"	
"Calle Virgen del Pilar"					"way"	"221986081"		"{'highway': 'residential', 'name': 'Calle Virgen del Pilar', 'source': 'D. G. del Cadastro + GPS + Bing'}"	"Carrer Mare de Déu del Pilar"	
