"# EDITED with R"	""	""	""	""	""	""	""	""	""	""
"name"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_id"	"typeOSM"	"idOSM"	"multilang_names"	"all_tags"	"name:ca"	"alt_name:ca"
"Calle Alt"					"way"	"374847197"		"{'highway': 'footway', 'name': 'Calle Alt', 'source': 'PNOA', 'source:date': '2007'}"	"Carrer Alt"	
"Calle Bisbe Torres Mayans"					"way"	"374849948"		"{'highway': 'residential', 'name': 'Calle Bisbe Torres Mayans', 'oneway': 'yes'}"	"Carrer Bisbe Torres Mayans"	
"Calle de l'Arrapatxita"					"way"	"173693621"		"{'highway': 'residential', 'name': \"Calle de l'Arrapatxita\", 'source': 'PNOA', 'source:date': '2007'}"	"Carrer de l'Arrapatxita"	
"Calle de Lluís Tur i Palau"					"way"	"158377034"		"{'highway': 'pedestrian', 'name': 'Calle de Lluís Tur i Palau'}"	"Carrer de Lluís Tur i Palau"	
"Calle de Palencia"					"way"	" 24505444"		"{'fixme': 'need review', 'highway': 'residential', 'lit': 'yes', 'name': 'Calle de Palencia', 'source:maxspeed': 'ES:urban', 'surface': 'asphalt'}"	"Carrer de Palència"	
"Calle Del Retir"					"way"	"374848090"		"{'highway': 'footway', 'name': 'Calle Del Retir', 'source': 'PNOA', 'source:date': '2007'}"	"Carrer del Retir"	
"Calle Floridablanca"					"way"	"173542995"		"{'highway': 'footway', 'name': 'Calle Floridablanca', 'source': 'PNOA', 'source:date': '2007'}"	"Carrer Floridablanca"	
"Calle Kurt Hopert"					"way"	"491831369"		"{'access': 'private', 'highway': 'service', 'maxspeed': '15', 'name': 'Calle Kurt Hopert', 'service': 'driveway', 'surface': 'paved'}"	"Carrer Kurt Hopert"	
"Calle Puig d'en Tries"					"way"	" 24491583"		"{'highway': 'track', 'name': \"Calle Puig d'en Tries\", 'oneway': 'no', 'source': 'PNOA', 'source:date': '2015'}"	"Carrer Puig d'en Tries"	
"Calle Racó Santa Llúcia"					"way"	"374847199"		"{'highway': 'footway', 'name': 'Calle Racó Santa Llúcia', 'source': 'PNOA', 'source:date': '2007'}"	"Carrer Racó Santa Llúcia"	
"Calle Sant Pere"					"way"	"374853705"		"{'highway': 'footway', 'name': 'Calle Sant Pere', 'source': 'PNOA', 'source:date': '2007'}"	"Carrer Sant Pere"	
"Calle Santa Rosalia"					"way"	"172354124"		"{'highway': 'residential', 'name': 'Calle Santa Rosalia', 'oneway': 'yes'}"	"Carrer Santa Rosalia"	
"Callejón De L'Estrella"					"way"	"374847988"		"{'highway': 'footway', 'name': \"Callejón De L'Estrella\"}"	"Carreró de l'Estrella"	
"Callejón de la Esperanza"					"way"	"373892588"		"{'highway': 'footway', 'name': 'Callejón de la Esperanza'}"	"Carreró de l’Esperança"	
"Callejón De La Soledat"					"way"	"374968794"		"{'highway': 'footway', 'name': 'Callejón De La Soledat'}"	"Carreró de la Soletat"	
