"# EDITED with R"	""	""	""	""	""	""	""	""	""	""
"name"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_id"	"typeOSM"	"idOSM"	"multilang_names"	"all_tags"	"name:ca"	"alt_name:ca"
"Calle Alcañiz"					"way"	"324351572"		"{'highway': 'residential', 'name': 'Calle Alcañiz'}"	"Carrer Alcanyís"	
"Calle Bajo Aragón"					"way"	"238329128"		"{'highway': 'residential', 'name': 'Calle Bajo Aragón'}"	"Carrer Baix Aragó"	
"Calle Centro"					"way"	"875257315"		"{'highway': 'residential', 'name': 'Calle Centro'}"	"Carrer Centre"	
"Calle de la Plaza"					"way"	"793477440"		"{'highway': 'living_street', 'name': 'Calle de la Plaza'}"	"Carrer de la Plaça"	
"Calle de los Arcos"					"way"	"793477438"		"{'highway': 'living_street', 'name': 'Calle de los Arcos'}"	"Carrer dels Arcs"	
"Calle de los Chalets"					"way"	" 44423515"		"{'highway': 'residential', 'name': 'Calle de los Chalets'}"	"Carrer dels Xalets"	
"Calle de Soldevila"					"way"	"875257298"		"{'highway': 'residential', 'name': 'Calle de Soldevila'}"	"Carrer de Soldevila"	
"Calle de Soldevila"					"way"	"875257323"		"{'highway': 'residential', 'name': 'Calle de Soldevila'}"	"Carrer de Soldevila"	
"Calle del Gallo"					"way"	"793486297"		"{'highway': 'pedestrian', 'name': 'Calle del Gallo'}"	"Carrer del Gall"	
"Calle del Plano"					"way"	"875257318"		"{'highway': 'residential', 'name': 'Calle del Plano'}"	"Carrer del Pla"	
"Calle Depósito"					"way"	"793486289"		"{'highway': 'residential', 'name': 'Calle Depósito'}"	"Carrer Dipósit"	
"Calle Desamparados"					"way"	"239942597"		"{'highway': 'residential', 'name': 'Calle Desamparados'}"	"Carrer Desemparats"	
"Calle Diputación Provincial"					"way"	"238329134"		"{'highway': 'residential', 'name': 'Calle Diputación Provincial'}"	"Carrer Diputació Provincial"	
"Calle Dos"					"way"	"363397249"		"{'highway': 'residential', 'name': 'Calle Dos'}"	"Carrer Dos"	
"Calle El Pilar"					"way"	"324351573"		"{'highway': 'residential', 'name': 'Calle El Pilar'}"	"Carrer El Pilar"	
"Calle Eras Altas"					"way"	"875311012"		"{'highway': 'residential', 'name': 'Calle Eras Altas'}"	"Carrer Eres Altes"	
"Calle Eras Altas"					"way"	"239942585"		"{'highway': 'residential', 'name': 'Calle Eras Altas'}"	"Carrer Eres Altes"	
"Calle Eras Altas"					"way"	"875311015"		"{'highway': 'residential', 'name': 'Calle Eras Altas'}"	"Carrer Eres Altes"	
"Calle Eras de Salvador"					"way"	"239942583"		"{'highway': 'residential', 'name': 'Calle Eras de Salvador'}"	"Carrer Eres de Salvador"	
"Calle Eras de Salvador"					"way"	"457423534"		"{'highway': 'residential', 'name': 'Calle Eras de Salvador'}"	"Carrer Eres de Salvador"	
"Calle Eras Sancho"					"way"	"363397298"		"{'highway': 'residential', 'name': 'Calle Eras Sancho'}"	"Carrer Eres Sancho"	
"Calle Eras Sancho"					"way"	"793486278"		"{'highway': 'residential', 'name': 'Calle Eras Sancho'}"	"Carrer Eres Sancho"	
"Calle Escalereta"					"way"	"875257310"		"{'highway': 'residential', 'name': 'Calle Escalereta'}"	"Carrer Escalereta"	
