"# EDITED with R"	""	""	""	""	""	""	""	""	""	""
"name"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_id"	"typeOSM"	"idOSM"	"multilang_names"	"all_tags"	"name:ca"	"alt_name:ca"
"Calle del Sol"					"way"	" 43153780"	""	"{'highway': 'residential', 'name': 'Calle del Sol'}"	"Carrer del Sol"	
"Calle del Sol"					"way"	" 41723792"	""	"{'highway': 'residential', 'name': 'Calle del Sol'}"	"Carrer del Sol"	
"Calle del Sol"					"way"	" 41791108"	""	"{'highway': 'residential', 'name': 'Calle del Sol', 'oneway': 'yes'}"	"Carrer del Sol"	
"Calle del Sol"					"way"	"754404897"	""	"{'highway': 'residential', 'name': 'Calle del Sol', 'oneway': 'yes'}"	"Carrer del Sol"	
"Calle del Sol"					"way"	" 41807363"	""	"{'highway': 'residential', 'name': 'Calle del Sol', 'oneway': 'yes'}"	"Carrer del Sol"	
"Calle del Sol"					"way"	"914450922"	""	"{'highway': 'residential', 'name': 'Calle del Sol', 'oneway': 'yes'}"	"Carrer del Sol"	
"Calle del Sol"					"way"	"754404895"	""	"{'highway': 'residential', 'name': 'Calle del Sol', 'oneway': 'yes'}"	"Carrer del Sol"	
"Calle del Sol"					"way"	"914450918"	""	"{'highway': 'residential', 'name': 'Calle del Sol', 'oneway': 'yes'}"	"Carrer del Sol"	
"Calle del Sol"					"way"	"754404892"	""	"{'highway': 'residential', 'name': 'Calle del Sol', 'oneway': 'yes'}"	"Carrer del Sol"	
"Calle del Sol"					"way"	"367476623"	""	"{'highway': 'residential', 'name': 'Calle del Sol', 'oneway': 'yes'}"	"Carrer del Sol"	
"Calle del Sol"					"way"	"914450920"	""	"{'highway': 'residential', 'name': 'Calle del Sol', 'oneway': 'yes'}"	"Carrer del Sol"	
"Calle Meliana"					"way"	"664104246"	""	"{'highway': 'residential', 'name': 'Calle Meliana', 'oneway': 'yes'}"	"Carrer Meliana"	
"Calle Meliana"					"way"	"149394186"	""	"{'highway': 'residential', 'name': 'Calle Meliana', 'oneway': 'yes'}"	"Carrer Meliana"	
"Calle Puçol"					"way"	" 44145110"	""	"{'highway': 'residential', 'name': 'Calle Puçol', 'oneway': 'yes'}"	"Carrer Puçol"	
"Calle Rosalía de Castro"					"way"	"150536306"	""	"{'highway': 'residential', 'name': 'Calle Rosalía de Castro', 'oneway': 'yes'}"	"Carrer Rosalía de Castro"	
