"# EDITED with R"	""	""	""	""	""	""	""	""	""	""
"name"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_id"	"typeOSM"	"idOSM"	"multilang_names"	"all_tags"	"name:ca"	"alt_name:ca"
"Calle Alta"					"way"	"897733064"	""	"{'highway': 'residential', 'name': 'Calle Alta'}"	"Carrer Alt"	
"Calle Alta"					"way"	"264530285"	""	"{'highway': 'residential', 'name': 'Calle Alta'}"	"Carrer Alt"	
"Calle Iglesia"					"way"	"318697523"	""	"{'highway': 'residential', 'name': 'Calle Iglesia'}"	"Carrer Església"	
"Calle Iglesia"					"way"	"263989961"	""	"{'highway': 'service', 'name': 'Calle Iglesia'}"	"Carrer Església"	
"Calle Iglesia"					"way"	"799604779"	""	"{'highway': 'service', 'name': 'Calle Iglesia', 'service': 'alley'}"	"Carrer Església"	
