"# EDITED with R"	""	""	""	""	""	""	""	""	""	""	""
"name"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_id"	"typeOSM"	"idOSM"	"multilang_names"	"all_tags"	"name:ca"	"alt_name:ca"	"al_name:ca"
"Calle Balmes"					"way"	"207110111"	""	"{'highway': 'residential', 'name': 'Calle Balmes', 'source': 'Bing;Catastro'}"	"Carrer Balmes"		
"Calle Cervantes"					"way"	"207110116"	""	"{'highway': 'residential', 'name': 'Calle Cervantes', 'source': 'Bing;Catastro'}"	"Carrer Cervantes"		
"Calle de la Iglesia"					"way"	"282960973"	""	"{'highway': 'living_street', 'name': 'Calle de la Iglesia', 'oneway': 'no'}"	"Carrer de l’Església"		
"Calle de la Iglesia"					"way"	"282960975"	""	"{'highway': 'living_street', 'name': 'Calle de la Iglesia', 'oneway': 'no'}"	"Carrer de l’Església"		
"Calle de Santo Domingo"					"way"	"282748224"	""	"{'highway': 'tertiary', 'name': 'Calle de Santo Domingo', 'oneway': 'no', 'ref': 'CV-167'}"	"Carrer de Santo Domingo"		
"Calle de Santo Domingo"					"way"	"334176916"	""	"{'highway': 'tertiary', 'name': 'Calle de Santo Domingo', 'oneway': 'no', 'ref': 'CV-167'}"	"Carrer de Santo Domingo"		
"Calle de Santo Domingo"					"way"	"334176915"	""	"{'highway': 'tertiary', 'name': 'Calle de Santo Domingo', 'oneway': 'no', 'ref': 'CV-167'}"	"Carrer de Santo Domingo"		
"Calle de Valencia"					"way"	"282748228"	""	"{'highway': 'residential', 'name': 'Calle de Valencia', 'oneway': 'no'}"	"Carrer de València"		
"Calle Hernán Cortés"					"way"	"207110120"	""	"{'highway': 'residential', 'name': 'Calle Hernán Cortés', 'source': 'Bing;Catastro'}"	"Carrer Hernán Cortés"		
"Calle Mayor"					"way"	"207110124"	""	"{'highway': 'residential', 'name': 'Calle Mayor', 'source': 'Bing;Catastro'}"	"Carrer Major"		
"Calle Mayor"					"way"	"282960933"	""	"{'highway': 'residential', 'name': 'Calle Mayor', 'oneway': 'no'}"	"Carrer Major"		
"Calle Nº 1"					"way"	"297214513"	""	"{'highway': 'residential', 'name': 'Calle Nº 1'}"	"Carrer Nº 1"		
"Calle Nº 11"					"way"	"207381266"	""	"{'highway': 'residential', 'name': 'Calle Nº 11', 'source': 'Bing;Catastro'}"	"Carrer Nº 11"		
"Calle Nº 2"					"way"	"297205983"	""	"{'highway': 'steps', 'name': 'Calle Nº 2'}"	"Carrer Nº 2"		
"Calle Nº 3"					"way"	"297205982"	""	"{'highway': 'residential', 'name': 'Calle Nº 3'}"	"Carrer Nº 3"		
"Calle Nº 5"					"way"	"298810463"	""	"{'highway': 'pedestrian', 'name': 'Calle Nº 5'}"	"Carrer Nº 5"		
"Calle Nº 5"					"way"	"297205342"	""	"{'highway': 'residential', 'name': 'Calle Nº 5'}"	"Carrer Nº 5"		
"Calle Nº 5"					"way"	"297205345"	""	"{'highway': 'residential', 'name': 'Calle Nº 5'}"	"Carrer Nº 5"		
"Calle Nº 6"					"way"	"297214512"	""	"{'highway': 'residential', 'name': 'Calle Nº 6'}"	"Carrer Nº 6"		
"Calle Nº 8"					"way"	"297205981"	""	"{'highway': 'steps', 'name': 'Calle Nº 8'}"	"Carrer Nº 8"		
"Calle Nº 9"					"way"	"297209323"	""	"{'highway': 'residential', 'name': 'Calle Nº 9'}"	"Carrer Nº 9"		
"Calle Nº 9"					"way"	"297202019"	""	"{'highway': 'residential', 'name': 'Calle Nº 9'}"	"Carrer Nº 9"		
