"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_type"	"wikidata_id"
"Carrer del Busqueret"	"Carrer del Busqueret"	"camí de Son Xigala"	"camí de Son Xigala"				
"Camí de Son Xigala"	"Camí de Son Xigala"	"camí de Son Xigala"	"camí de Son Xigala"				
"Plaça Pere Bonet \"Bonet de San Pedro\""	"Plaça Pere Bonet \"Bonet de San Pedro\""	""	""				
"Plaça de Can Cavalleria"	"Plaça de Can Cavalleria"	""	""				
"Carrer de Pere Quetglas \"Xam\""	"Carrer de Pere Quetglas \"Xam\""	""	""				
"Plaça de Sant Jeroni"	"Plaça de Sant Jeroni"	""	""				
"Plaça de Sant Francesc Xavier"	"Plaça de Sant Francesc Xavier"	"sa Pista"	"sa Pista"				
"Camí Fondo"	"Camí Fondo"	"camí vell de Llucmajor"	"camí vell de Llucmajor"				
"Carrer de Joan Monserrat \"Parets\""	"Carrer de Joan Monserrat \"Parets\""	""	""				
"Carrer de Gabriel Fuster Mayans \"Gafim\""	"Carrer de Gabriel Fuster Mayans \"Gafim\""	""	""				
"parc de Son Rullan"	"parc de Son Rullan"	"Parc Miguel Delibes"	"Parc Miguel Delibes"				
"Carrer de Pedro Sans Garau"	"Carrer de Pedro Sans Garau"	"camí del Molí dels Reis"	"camí del Molí dels Reis"				
"Camí 140 o de na Cerdana"	"Camí 140 o de na Cerdana"	"camí de na Cerdana"	"camí de na Cerdana"				
"Carrer Miquel Pellisa"	"Carrer Miquel Pellisa"	"calle de la cerveza"	"calle de la cerveza"				
"Carrer del Pare Bartomeu Salvà"	"Carrer del Pare Bartomeu Salvà"	"calle del Jamón"	"calle del Jamón"				
"Plaça dels Nins"	"Plaça dels Nins"	"plaça de les Copinyes"	"plaça de les Copinyes"				
"Plaça Mateu Verd \"Campet\""	"Plaça Mateu Verd \"Campet\""	"plaça de Son Fullana"	"plaça de Son Fullana"				
"Carrer Neira"	"Carrer Neira"	"carrer Major"	"carrer Major"				
"Carrer de Jumilla"	"Carrer de Jumilla"	"carrer de Jumella"	"carrer de Jumella"				
"Avinguda de Mossén Josep Pons i Rabadà"	"Avinguda de Mossén Josep Pons i Rabadà"	"avinguda de Mossèn Pons i Rabadà"	"avinguda de Mossèn Pons i Rabadà"				
"Carrer de Johann Sebastian Bach"	"Carrer de Johann Sebastian Bach"	"carrer de Joan Sebastià Bach"	"carrer de Joan Sebastià Bach"				
"Carrer de Provença"	"Carrer de Provença"	"rambla de Llefià"	"rambla de Llefià"				
"Carrer de Richard Strauss"	"Carrer de Richard Strauss"	"carrer de Ricard Strauss"	"carrer de Ricard Strauss"				
"Carrer de Lepant"	"Carrer de Lepant"	"carrer de Lepanto"	"carrer de Lepanto"				
"Carrer de Don Pelai"	"Carrer de Don Pelai"	"carrer de Don Pelayo"	"carrer de Don Pelayo"				
"Carrer de Pablo Picasso"	"Carrer de Pablo Picasso"	"carrer de Pau Picasso"	"carrer de Pau Picasso"				
"Plaça del Vaixell \"Maria Assumpta\""	"Plaça del Vaixell \"Maria Assumpta\""	""	""				
"Plaça de Manuel de Solà-Morales i Rubió"	"Plaça de Manuel de Solà-Morales i Rubió"	""	""				
"Carrer de Mossèn Anton Romeu"	"Carrer de Mossèn Anton Romeu"	"carrer d'en Mossèn Anton Romeu"	"carrer d'en Mossèn Anton Romeu"				
"Plaça de Dolores Ibáburri Gómez \"La Passionària\""	"Plaça de Dolores Ibáburri Gómez \"La Passionària\""	""	""				
"Plaça de Lloreda"	"Plaça de Lloreda"	""	""				
"Plaça del Doctor Francesc Niubó i Mary"	"Plaça del Doctor Francesc Niubó i Mary"	"plaça del Doctor Niubó"	"plaça del Doctor Niubó"				
"Avinguda de Bac de Roda"	"Avinguda de Bac de Roda"	"pont del Torrent de la Font"	"pont del Torrent de la Font"				
"Carrer del Mestre Bretón"	"Carrer del Mestre Bretón"	"carrer de Tomás Bretón"	"carrer de Tomás Bretón"				
"Carrer de Dolors \"Lolin\" Sabater"	"Carrer de Dolors \"Lolin\" Sabater"						
"Carrer d'Enric Pubill \"lo Parrano\""	"Carrer d'Enric Pubill \"lo Parrano\""						
"Avinguda de Torre Vicens"	"Avinguda de Torre Vicens"						
"Carrer de Salvador Segui \"El Noi del Sucre\""	"Carrer de Salvador Segui \"El Noi del Sucre\""						
"Plaça de Balàfia"	"Plaça de Balàfia"						
"Plaça de \"Lo Marraco\""	"Plaça de \"Lo Marraco\""						
"Carrer de Vidal i Codina"	"Carrer de Vidal i Codina"						
"Carrer d'Antoni Creus \"lo Pacheco\""	"Carrer d'Antoni Creus \"lo Pacheco\""						
"Carrer d'Irene Solsona"	"Carrer d'Irene Solsona"						
"Carrer de l'Enric Pubill \"lo Parrano\""	"Carrer de l'Enric Pubill \"lo Parrano\""						
"Carrer de Manuel de Montsuar"	"Carrer de Manuel de Montsuar"						
"Carrer \"A\""	"Carrer \"A\""						
"Carrer \"H\""	"Carrer \"H\""						
"Carrer del Darrere d'Irene Soriano"	"Carrer del Darrere d'Irene Soriano"						
"Carrer \"E\""	"Carrer \"E\""						
"Carrer \"G\""	"Carrer \"G\""						
"Carrer Bot"	"Carrer Bot"						
"Carrer \"I\""	"Carrer \"I\""						
"Carrer \"D\""	"Carrer \"D\""						
"Carrer Tèxtil"	"Carrer Tèxtil"						
"Parc Ducup"	"Parc Ducup"						
"Parc des Sports"	"Parc des Sports"						
"Parc des Expositions"	"Parc des Expositions"						
"Parc Sant Vicens"	"Parc Sant Vicens"						
"Parc de la Pépinière"	"Parc de la Pépinière"						
"Parc Maillol"	"Parc Maillol"						
"Parc urbain La lunette de Canet"	"Parc urbain La lunette de Canet"						
"carrer Nicolau Primitiu"	"carrer Nicolau Primitiu"	"Calle de Nicolau Primitiu"	"Calle de Nicolau Primitiu"				
"carrer Bernat Ramon"	"carrer Bernat Ramon"	"Calle del Cronista Granell"	"Calle del Cronista Granell"				
"carrer Cronista Granell"	"carrer Cronista Granell"	"Calle de Bernat Ramón"	"Calle de Bernat Ramón"				
"carrer Cronista Ribelles"	"carrer Cronista Ribelles"	"Calle del Cronista Ribelles"	"Calle del Cronista Ribelles"				
"carrer Naturalista Fuser"	"carrer Naturalista Fuser"	"Calle del Naturalista Fuser"	"Calle del Naturalista Fuser"				
"Carrer de Vicent Doménech \"El Palleter\""	"Carrer de Vicent Doménech \"El Palleter\""	""	""				
"carrer de Gaspar Vallès \"es Torero\""	"carrer de Gaspar Vallès \"es Torero\""						
"carrer Catedràtic Bartomeu Oliver"	"carrer Catedràtic Bartomeu Oliver"						
"Carrer de n'Andreu Pol \"Niuer\", batle"	"Carrer de n'Andreu Pol \"Niuer\", batle"						
"carrer d'Andreu Pol \"Niuer\", batle"	"carrer d'Andreu Pol \"Niuer\", batle"						
"parc fotovoltaic \"Binipark\""	"parc fotovoltaic \"Binipark\""						
"Avinguda de Can Domenech"	"Avinguda de Can Domenech"	"carretera"	"carretera"				
"Carrer de la Vinya"	"Carrer de la Vinya"	"carretera"	"carretera"				
"Carrer de la Vall Moronta"	"Carrer de la Vall Moronta"	"carretera"	"carretera"				
"Avinguda de l'Eix Central"	"Avinguda de l'Eix Central"	"carretera"	"carretera"				
"Avinguda de Serragalliners"	"Avinguda de Serragalliners"	"carretera"	"carretera"				
"Carrer de \"Villa Chile\""	"Carrer de \"Villa Chile\""	""	""				
"Plaça de Ramon Llull"	"Plaça de Ramon Llull"	"plaça des Mercat"	"plaça des Mercat"				
"Carrer d'en Joan Lliteres"	"Carrer d'en Joan Lliteres"	"carrer de Ciutat"	"carrer de Ciutat"				
