"# Generated by write_osm_objects_report from LangToolsOSM 0.0.15 with parameters: lang=ca, extra_tag=('name:ca', 'alt_name:ca', 'alt_name'), area=['name:ca'='la Vall d\'Albaida'][admin_level=7], filters=nwr[name~'^[Cc]alle'][!'name:ca']"	""	""	""	""	""	""	""	""	""	""
"typeOSM"	"idOSM"	"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_id"	"multilang_names"	"all_tags"
"way"	"199052975"	"Calle Sor Piedad de la Cruz"	""	""	""	""	""	""	""	"{'highway': 'service', 'name': 'Calle Sor Piedad de la Cruz', 'oneway': 'yes', 'service': 'alley'}"
"way"	"801643141"	"Calle JJaime"	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle JJaime'}"
"way"	"804290656"	"Calle Loza"	""	""	""	""	""	""	""	"{'highway': 'service', 'name': 'Calle Loza', 'service': 'alley'}"
"way"	"380061884"	"Calle Miraflores"	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Miraflores'}"
"way"	"702259847"	"Calle Virgen del Rocio"	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Virgen del Rocio'}"
"way"	"316611991"	"Calle Reverendo Don Juan Ferri"	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Reverendo Don Juan Ferri'}"
"way"	"318696704"	"Calle Juan Ubeda"	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Juan Ubeda'}"
"way"	"317148570"	"Calle Carreron"	""	""	""	""	""	""	""	"{'highway': 'service', 'name': 'Calle Carreron'}"
"way"	"702265548"	"Calle Don Juan de Jorge"	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Don Juan de Jorge'}"
"way"	"702265558"	"Calle Abajo"	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Abajo'}"
"way"	"437430643"	"Calle Don Juan de Jorge"	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Don Juan de Jorge'}"
