"# Generated by write_osm_objects_report from LangToolsOSM 0.0.12 with parameters: lang=ca, area=['name:ca'='Xina'], filters=nwr['name'][admin_level=5][wikidata], extra_tag=('name:ca', 'alt_name:ca', 'old_name:ca', 'alt_name', 'admin_level')"	""	""	""	""	""	""	""	""	""	""	""	""
"typeOSM"	"idOSM"	"name"	"name:ca"	"alt_name:ca"	"old_name:ca"	"alt_name"	"admin_level"	"translations"	"ca.wikipedia_page"	"wikidata_id"	"multilang_names"	"all_tags"
"node"	"244075820"	"安康市"	""	""	""	""	"5"	""	""	"https://www.wikidata.org/wiki/Q515846"	"name:de=Ankang, name:en=Ankang, name:et=Ankang, name:fr=Ankang, name:ja=安康市, name:ru=Анькан, name:vi=An Khang, name:zh=安康市, name:zh-Hant=安康市, name:zh_pinyin=Ānkāng Shì"	"{'admin_level': '5', 'capital': '5', 'int_name': 'Ankang', 'name': '安康市', 'name:de': 'Ankang', 'name:en': 'Ankang', 'name:et': 'Ankang', 'name:fr': 'Ankang', 'name:ja': '安康市', 'name:ru': 'Анькан', 'name:vi': 'An Khang', 'name:zh': '安康市', 'name:zh-Hant': '安康市', 'name:zh_pinyin': 'Ānkāng Shì', 'place': 'city', 'place:CN': 'prefecture-level_city', 'population': '2629906', 'wikidata': 'Q515846', 'wikipedia': 'zh:安康市'}"
"node"	"244075908"	"安庆市"	""	""	""	"安庆;Anqing City;Anking"	"5"	"Anqing"	""	"https://www.wikidata.org/wiki/Q360374"	"name:de=Anqing, name:en=Anqing, name:eo=Ankingo, name:et=Anqing, name:fr=Anqing, name:hi=अंकिंग, name:ja=安慶市, name:pt=Anquim, name:ru=Аньцин, name:uk=Аньцін, name:vi=An Khánh, name:zh=安庆市, name:zh-Hant=安慶市, name:zh_pinyin=Ānqìng Shì"	"{'admin_level': '5', 'alt_name': '安庆;Anqing City;Anking', 'capital': '5', 'gns:ADM1': '01', 'gns:DSG': 'ADM2', 'gns:UFI': '-1896758', 'gns:UNI': '6629629', 'int_name': 'Anqing', 'name': '安庆市', 'name:de': 'Anqing', 'name:en': 'Anqing', 'name:eo': 'Ankingo', 'name:et': 'Anqing', 'name:fr': 'Anqing', 'name:hi': 'अंकिंग', 'name:ja': '安慶市', 'name:pt': 'Anquim', 'name:ru': 'Аньцин', 'name:uk': 'Аньцін', 'name:vi': 'An Khánh', 'name:zh': '安庆市', 'name:zh-Hant': '安慶市', 'name:zh_pinyin': 'Ānqìng Shì', 'old_name': '安庆军;安庆府;安庆郡;安庆道;安庐滁和道', 'place': 'city', 'place:CN': 'prefecture-level_city', 'population': '4165284', 'population:date': '2020-11-01', 'wikidata': 'Q360374', 'wikipedia': 'zh:安庆市'}"
"node"	"244076127"	"白城市"	""	""	""	"白城;Baicheng;Baicheng City;Chaghanhot"	"5"	"Baicheng"	""	"https://www.wikidata.org/wiki/Q92381"	"name:ar=بايتشنغ, name:de=Baicheng, name:en=Baicheng, name:et=Baicheng, name:fr=Baicheng, name:ja=白城市, name:lt=Baičengas, name:ru=Байчэн, name:vi=Bạch Thành, name:zh=白城市, name:zh-Hant=白城市, name:zh_pinyin=Báichéng Shì"	"{'admin_level': '5', 'alt_name': '白城;Baicheng;Baicheng City;Chaghanhot', 'capital': '5', 'gns:ADM1': '05', 'gns:DSG': 'ADM2', 'gns:UFI': '-1897114', 'gns:UNI': '6771445', 'name': '白城市', 'name:ar': 'بايتشنغ', 'name:de': 'Baicheng', 'name:en': 'Baicheng', 'name:et': 'Baicheng', 'name:fr': 'Baicheng', 'name:ja': '白城市', 'name:lt': 'Baičengas', 'name:ru': 'Байчэн', 'name:vi': 'Bạch Thành', 'name:zh': '白城市', 'name:zh-Hant': '白城市', 'name:zh_pinyin': 'Báichéng Shì', 'place': 'city', 'place:CN': 'prefecture-level_city', 'population': '2033058', 'population:date': '2010-11-01', 'wikidata': 'Q92381', 'wikipedia': 'zh:白城市'}"
"node"	"244076538"	"包头市"	"Baotou"	""	""	""	"5"	"Baotou"	"https://ca.wikipedia.com/wiki/Baotou"	"https://www.wikidata.org/wiki/Q569907"	"name:ar=باوتو, name:ca=Baotou, name:cs=Pao-tchou, name:de=Baotou, name:en=Baotou, name:eo=Baŭtoŭo, name:es=Baotou, name:et=Baotou, name:fa=بائوتو, name:fi=Baotou, name:fr=Baotou, name:hi=बाओटौ, name:ja=包頭市, name:lt=Baotou, name:mn=ᠪᠤᠭᠠᠲ ᠬᠣᠲᠠ, name:oc=Baotou, name:pt=Baotou, name:ru=Баотоу, name:uk=Баотоу, name:ur=بائوتو, name:vi=Bao Đầu, name:zh=包头市, name:zh-Hant=包頭市, name:zh_pinyin=Baotou Shi"	"{'admin_level': '5', 'alt_name:ar': 'بوتو', 'capital': '5', 'gns:ADM1': '20', 'gns:DSG': 'ADM2', 'gns:UFI': '-1898178', 'gns:UNI': '10074159', 'name': '包头市', 'name:ar': 'باوتو', 'name:ca': 'Baotou', 'name:cs': 'Pao-tchou', 'name:de': 'Baotou', 'name:en': 'Baotou', 'name:eo': 'Baŭtoŭo', 'name:es': 'Baotou', 'name:et': 'Baotou', 'name:fa': 'بائوتو', 'name:fi': 'Baotou', 'name:fr': 'Baotou', 'name:hi': 'बाओटौ', 'name:ja': '包頭市', 'name:lt': 'Baotou', 'name:mn': 'ᠪᠤᠭᠠᠲ ᠬᠣᠲᠠ', 'name:oc': 'Baotou', 'name:pt': 'Baotou', 'name:ru': 'Баотоу', 'name:uk': 'Баотоу', 'name:ur': 'بائوتو', 'name:vi': 'Bao Đầu', 'name:zh': '包头市', 'name:zh-Hant': '包頭市', 'name:zh_pinyin': 'Baotou Shi', 'place': 'city', 'place:CN': 'prefecture-level_city', 'population': '2071000', 'source:name:oc': 'Lo Congrès', 'wikidata': 'Q569907', 'wikipedia': 'en:Baotou'}"
"node"	"244076913"	"蚌埠市"	""	""	""	""	"5"	"Bengbu"	""	"https://www.wikidata.org/wiki/Q360069"	"name:af=Bengbu, name:ar=بنغبو, name:bg=Бънбу, name:cdo=Pâung-buô, name:ceb=Bengbu Shi, name:cs=Peng-pu, name:cy=Bengbu, name:da=Bengbu, name:de=Bengbu, name:en=Bengbu, name:eo=Bengbu, name:es=Bengbu, name:et=Bengbu, name:eu=Bengbu, name:fa=بنگبو, name:fi=Bengbu, name:fr=Bengbu, name:hi=बेंग्बु, name:hy=Բենբու, name:id=Bengbu, name:it=Bengbu, name:ja=蚌埠市, name:ki=Bengbu, name:kk=Бэнбу, name:ko=벙부시, name:lt=Bengbu, name:mg=Bengbu, name:nan=Pāng-pō-chhī, name:nl=Bengbu, name:nn=Bengbu, name:no=Bengbu, name:pam=Bengbu, name:pl=Bengbu, name:pt=Bengbu, name:ru=Бэнбу, name:sr=Бенгбу, name:sv=Bengbu, name:ta=பெங்பு, name:tl=Bengbu, name:tr=Bengbu, name:ug=بېڭبۇ شەھەرى, name:uk=Бенбу, name:ur=بینگبو, name:vi=Bạng Phụ, name:war=Bengbu, name:wuu=蚌埠市, name:yue=蚌埠, name:zh=蚌埠市, name:zh-Hant=蚌埠市, name:zh_pinyin=Bèngbù Shì"	"{'admin_level': '5', 'capital': '5', 'gns:ADM1': '01', 'gns:DSG': 'ADM2', 'gns:UFI': '-1898831', 'gns:UNI': '6629628', 'int_name': 'Bengbu', 'name': '蚌埠市', 'name:af': 'Bengbu', 'name:ar': 'بنغبو', 'name:bg': 'Бънбу', 'name:cdo': 'Pâung-buô', 'name:ceb': 'Bengbu Shi', 'name:cs': 'Peng-pu', 'name:cy': 'Bengbu', 'name:da': 'Bengbu', 'name:de': 'Bengbu', 'name:en': 'Bengbu', 'name:eo': 'Bengbu', 'name:es': 'Bengbu', 'name:et': 'Bengbu', 'name:eu': 'Bengbu', 'name:fa': 'بنگبو', 'name:fi': 'Bengbu', 'name:fr': 'Bengbu', 'name:hi': 'बेंग्बु', 'name:hy': 'Բենբու', 'name:id': 'Bengbu', 'name:it': 'Bengbu', 'name:ja': '蚌埠市', 'name:ki': 'Bengbu', 'name:kk': 'Бэнбу', 'name:ko': '벙부시', 'name:lt': 'Bengbu', 'name:mg': 'Bengbu', 'name:nan': 'Pāng-pō-chhī', 'name:nl': 'Bengbu', 'name:nn': 'Bengbu', 'name:no': 'Bengbu', 'name:pam': 'Bengbu', 'name:pl': 'Bengbu', 'name:pt': 'Bengbu', 'name:ru': 'Бэнбу', 'name:sr': 'Бенгбу', 'name:sv': 'Bengbu', 'name:ta': 'பெங்பு', 'name:tl': 'Bengbu', 'name:tr': 'Bengbu', 'name:ug': 'بېڭبۇ شەھەرى', 'name:uk': 'Бенбу', 'name:ur': 'بینگبو', 'name:vi': 'Bạng Phụ', 'name:war': 'Bengbu', 'name:wuu': '蚌埠市', 'name:yue': '蚌埠', 'name:zh': '蚌埠市', 'name:zh-Hant': '蚌埠市', 'name:zh_pinyin': 'Bèngbù Shì', 'place': 'city', 'place:CN': 'prefecture-level_city', 'population': '3296408', 'population:date': '2020-11-01', 'wikidata': 'Q360069', 'wikipedia': 'en:Bengbu'}"
"node"	"244076951"	"滨州市"	""	""	""	""	"5"	"Binzhou"	"https://ca.wikipedia.com/wiki/Binzhou"	"https://www.wikidata.org/wiki/Q373687"	"name:de=Binzhou, name:en=Binzhou, name:et=Binzhou, name:fr=Binzhou, name:ja=浜州市, name:ru=Биньсянь, name:sr=Бинџоу, name:vi=Tân Châu, name:zh=滨州市, name:zh-Hant=濱州市, name:zh_pinyin=Bīnzhōu Shì"	"{'admin_level': '5', 'capital': '5', 'gns:ADM1': '25', 'gns:DSG': 'ADM2', 'gns:UFI': '-1898967', 'gns:UNI': '6731220', 'int_name': 'Binzhou', 'name': '滨州市', 'name:de': 'Binzhou', 'name:en': 'Binzhou', 'name:et': 'Binzhou', 'name:fr': 'Binzhou', 'name:ja': '浜州市', 'name:ru': 'Биньсянь', 'name:sr': 'Бинџоу', 'name:vi': 'Tân Châu', 'name:zh': '滨州市', 'name:zh-Hant': '濱州市', 'name:zh_pinyin': 'Bīnzhōu Shì', 'place': 'city', 'place:CN': 'prefecture-level_city', 'population': '3748500', 'population:date': '2010-11-01', 'wikidata': 'Q373687', 'wikipedia': 'en:Binzhou'}"
"node"	"244076965"	"沧州市"	""	""	""	""	"5"	"Cangzhou"	""	"https://www.wikidata.org/wiki/Q58695"	"name:cs=Cchang-čou, name:de=Cangzhou, name:en=Cangzhou, name:et=Cangzhou, name:fr=Cangzhou, name:ja=滄州市, name:ru=Цанчжоу, name:vi=Thương Châu, name:zh=沧州市, name:zh-Hant=滄州市, name:zh_pinyin=Cāngzhōu Shì"	"{'admin_level': '5', 'capital': '5', 'gns:ADM1': '10', 'gns:DSG': 'ADM2', 'gns:UFI': '-1899361', 'gns:UNI': '6758239', 'name': '沧州市', 'name:cs': 'Cchang-čou', 'name:de': 'Cangzhou', 'name:en': 'Cangzhou', 'name:et': 'Cangzhou', 'name:fr': 'Cangzhou', 'name:ja': '滄州市', 'name:ru': 'Цанчжоу', 'name:vi': 'Thương Châu', 'name:zh': '沧州市', 'name:zh-Hant': '滄州市', 'name:zh_pinyin': 'Cāngzhōu Shì', 'place': 'city', 'place:CN': 'prefecture-level_city', 'population': '7134053', 'population:date': '2010-11-01', 'wikidata': 'Q58695', 'wikipedia': 'zh:沧州市'}"
"node"	"244076990"	"常德市"	"Xangdé"	""	""	"常德;Ch'ang-te Ti-ch'u;Changde Diqu;Ch'ang-te Chuan-ch'u;Ch'ang-te Shih;Changde Shi"	"5"	"Xangdé, Xangde"	"https://ca.wikipedia.com/wiki/Xangdé"	"https://www.wikidata.org/wiki/Q416544"	"name:af=Changde, name:ar=تشانغده, name:ca=Xangdé, name:cdo=Siòng-dáik, name:ceb=Changde, name:cs=Čchang-te, name:da=Changde, name:de=Changde, name:en=Changde, name:eo=Changde, name:es=Changde, name:et=Changde, name:eu=Changde, name:fa=چانگدی, name:fi=Changde, name:fr=Changde, name:hak=Sòng-tet-sṳ, name:id=Changde, name:it=Changde, name:ja=常徳市, name:ki=Changde, name:ko=창더시, name:lt=Čangdė, name:mg=Changde, name:nan=Siông-tek-chhī, name:nl=Changde, name:nn=Changde, name:no=Changde, name:pam=Changde, name:pl=Changde, name:pt=Changde, name:ru=Чандэ, name:sr=Чангде, name:sv=Changde, name:tr=Changde, name:uk=Чанде, name:ur=چانگدا, name:vi=Thường Đức, name:war=Changde, name:wuu=常德, name:yue=常德, name:zh=常德市, name:zh-Hant=常德市, name:zh_pinyin=Chángdé Shì"	"{'admin_level': '5', 'alt_name': ""常德;Ch'ang-te Ti-ch'u;Changde Diqu;Ch'ang-te Chuan-ch'u;Ch'ang-te Shih;Changde Shi"", 'capital': '5', 'gns:ADM1': '11', 'gns:DSG': 'ADM2', 'gns:UFI': '-1899757', 'gns:UNI': '6170754', 'gns:dsg': 'ADM2: second-order administrative division', 'name': '常德市', 'name:af': 'Changde', 'name:ar': 'تشانغده', 'name:ca': 'Xangdé', 'name:cdo': 'Siòng-dáik', 'name:ceb': 'Changde', 'name:cs': 'Čchang-te', 'name:da': 'Changde', 'name:de': 'Changde', 'name:en': 'Changde', 'name:eo': 'Changde', 'name:es': 'Changde', 'name:et': 'Changde', 'name:eu': 'Changde', 'name:fa': 'چانگدی', 'name:fi': 'Changde', 'name:fr': 'Changde', 'name:hak': 'Sòng-tet-sṳ', 'name:id': 'Changde', 'name:it': 'Changde', 'name:ja': '常徳市', 'name:ki': 'Changde', 'name:ko': '창더시', 'name:lt': 'Čangdė', 'name:mg': 'Changde', 'name:nan': 'Siông-tek-chhī', 'name:nl': 'Changde', 'name:nn': 'Changde', 'name:no': 'Changde', 'name:pam': 'Changde', 'name:pl': 'Changde', 'name:pt': 'Changde', 'name:ru': 'Чандэ', 'name:sr': 'Чангде', 'name:sv': 'Changde', 'name:tr': 'Changde', 'name:uk': 'Чанде', 'name:ur': 'چانگدا', 'name:vi': 'Thường Đức', 'name:war': 'Changde', 'name:wuu': '常德', 'name:yue': '常德', 'name:zh': '常德市', 'name:zh-Hant': '常德市', 'name:zh_pinyin': 'Chángdé Shì', 'place': 'city', 'place:CN': 'prefecture-level_city', 'population': '5717200', 'source:name': 'GNS', 'wikidata': 'Q416544', 'wikipedia': 'zh:常德市'}"
"node"	"244077309"	"朝阳市"	""	""	""	""	"5"	"Chaoyang"	""	"https://www.wikidata.org/wiki/Q75336"	"name:de=Chaoyang, name:en=Chaoyang, name:et=Chaoyang, name:fr=Chaoyang, name:ja=朝陽市, name:ko=차오양시, name:ru=Чаоян, name:vi=Triều Dương, name:zh=朝阳市, name:zh-Hant=朝陽市, name:zh_pinyin=Cháoyáng shì"	"{'admin_level': '5', 'alt_name:en': 'Chaoyang City', 'alt_name:ko': '조양시', 'capital': '5', 'gns:ADM1': '19', 'gns:DSG': 'ADM2', 'gns:UFI': '-1900211', 'gns:UNI': '6819906', 'name': '朝阳市', 'name:de': 'Chaoyang', 'name:en': 'Chaoyang', 'name:et': 'Chaoyang', 'name:fr': 'Chaoyang', 'name:ja': '朝陽市', 'name:ko': '차오양시', 'name:ru': 'Чаоян', 'name:vi': 'Triều Dương', 'name:zh': '朝阳市', 'name:zh-Hant': '朝陽市', 'name:zh_pinyin': 'Cháoyáng shì', 'place': 'city', 'place:CN': 'prefecture-level_city', 'population': '3044641', 'population:date': '2010-11-01', 'short_name': '朝阳', 'short_name:ja': '朝陽', 'short_name:ko': '차오양;조양', 'short_name:zh': '朝阳', 'wikidata': 'Q75336', 'wikipedia': 'zh:朝阳市'}"
