"# Generated by write_osm_objects_report from LangToolsOSM 0.1 with parameters: lang=ca, extra_tag=('name:ca', 'alt_name:ca', 'alt_name'), query=[out:json][timeout:1000]; rel(341321);map_to_area->.divisio; nwr(area.divisio)[name~'^([Aa]vinguda|[Cc]arrer|[Cc]amí|[Pp]arc|[Pp]laça) '][!'name:ca']; out tags qt;"	""	""	""	""	""	""	""	""	""	""	""
"typeOSM"	"idOSM"	"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_type"	"wikidata_id"	"multilang_names"	"all_tags"
"way"	"175703276"	"Carrer del Busqueret"	""	""	"camí de Son Xigala"	""	""	""	""	""	"{'alt_name': 'camí de Son Xigala', 'highway': 'residential', 'name': 'Carrer del Busqueret', 'oneway': 'yes'}"
"way"	"53583718"	"Camí de Son Xigala"	""	""	"camí de Son Xigala"	""	""	""	""	""	"{'alt_name': 'camí de Son Xigala', 'highway': 'residential', 'name': 'Camí de Son Xigala', 'oneway': 'no'}"
"way"	"682819318"	"Plaça Pere Bonet ""Bonet de San Pedro"""	""	""	""	""	""	""	""	""	"{'name': 'Plaça Pere Bonet ""Bonet de San Pedro""', 'place': 'square'}"
"way"	"933809226"	"Plaça de Can Cavalleria"	""	""	""	""	""	""	""	""	"{'name': 'Plaça de Can Cavalleria', 'place': 'square'}"
"way"	"91487999"	"Carrer de Pere Quetglas ""Xam"""	""	""	""	""	""	""	""	""	"{'highway': 'living_street', 'name': 'Carrer de Pere Quetglas ""Xam""'}"
"way"	"91488006"	"Plaça de Sant Jeroni"	""	""	""	""	""	""	""	""	"{'highway': 'living_street', 'name': 'Plaça de Sant Jeroni'}"
"way"	"174308936"	"Plaça de Sant Jeroni"	""	""	""	""	""	""	""	""	"{'area': 'yes', 'highway': 'pedestrian', 'name': 'Plaça de Sant Jeroni'}"
"way"	"696730865"	"Plaça de Sant Jeroni"	""	""	""	""	""	""	""	""	"{'highway': 'pedestrian', 'name': 'Plaça de Sant Jeroni'}"
"way"	"383431940"	"Plaça de Sant Francesc Xavier"	""	""	"sa Pista"	""	""	""	""	""	"{'alt_name': 'sa Pista', 'area': 'yes', 'highway': 'pedestrian', 'lit': 'yes', 'name': 'Plaça de Sant Francesc Xavier', 'surface': 'concrete'}"
"way"	"681861265"	"Camí Fondo"	""	""	"camí vell de Llucmajor"	""	""	""	""	""	"{'alt_name': 'camí vell de Llucmajor', 'fixme': 'resurvey', 'highway': 'tertiary', 'name': 'Camí Fondo', 'ref': 'Ma-5011'}"
"way"	"235922887"	"Camí Fondo"	""	""	"camí vell de Llucmajor"	""	""	""	""	""	"{'alt_name': 'camí vell de Llucmajor', 'highway': 'residential', 'name': 'Camí Fondo', 'oneway': 'yes', 'source': 'bing'}"
"way"	"467965041"	"Camí Fondo"	""	""	"camí vell de Llucmajor"	""	""	""	""	""	"{'alt_name': 'camí vell de Llucmajor', 'fixme': 'resurvey', 'highway': 'tertiary', 'name': 'Camí Fondo', 'oneway': 'yes', 'ref': 'Ma-5011'}"
"way"	"813484138"	"Camí Fondo"	""	""	"camí vell de Llucmajor"	""	""	""	""	""	"{'alt_name': 'camí vell de Llucmajor', 'fixme': 'resurvey', 'highway': 'tertiary', 'name': 'Camí Fondo', 'oneway': 'yes', 'ref': 'Ma-5011'}"
"way"	"681861264"	"Camí Fondo"	""	""	"camí vell de Llucmajor"	""	""	""	""	""	"{'alt_name': 'camí vell de Llucmajor', 'bridge': 'yes', 'fixme': 'resurvey', 'highway': 'tertiary', 'layer': '1', 'name': 'Camí Fondo', 'ref': 'Ma-5011'}"
"way"	"813484137"	"Camí Fondo"	""	""	"camí vell de Llucmajor"	""	""	""	""	""	"{'alt_name': 'camí vell de Llucmajor', 'fixme': 'resurvey', 'highway': 'tertiary', 'name': 'Camí Fondo', 'ref': 'Ma-5011'}"
"way"	"114198889"	"Carrer de Joan Monserrat ""Parets"""	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'lit': 'yes', 'name': 'Carrer de Joan Monserrat ""Parets""', 'oneway': 'yes'}"
"way"	"23953821"	"Camí Fondo"	""	""	"camí vell de Llucmajor"	""	""	""	""	""	"{'alt_name': 'camí vell de Llucmajor', 'highway': 'tertiary', 'name': 'Camí Fondo', 'ref': 'Ma-5011'}"
"way"	"23955458"	"Carrer de Gabriel Fuster Mayans ""Gafim"""	""	""	""	""	""	""	""	""	"{'access': 'yes', 'bicycle': 'yes', 'foot': 'yes', 'highway': 'residential', 'maxspeed': '40', 'name': 'Carrer de Gabriel Fuster Mayans ""Gafim""', 'oneway': 'yes', 'surface': 'asphalt'}"
"way"	"255273852"	"parc de Son Rullan"	""	""	"Parc Miguel Delibes"	""	""	""	""	""	"{'alt_name': 'Parc Miguel Delibes', 'leisure': 'park', 'name': 'parc de Son Rullan'}"
"way"	"54937345"	"Carrer de Pedro Sans Garau"	""	""	"camí del Molí dels Reis"	""	""	""	""	""	"{'alt_name': 'camí del Molí dels Reis', 'highway': 'residential', 'name': 'Carrer de Pedro Sans Garau', 'oneway': 'no', 'surface': 'asphalt'}"
"way"	"55602210"	"Camí 140 o de na Cerdana"	""	""	"camí de na Cerdana"	""	""	""	""	""	"{'alt_name': 'camí de na Cerdana', 'highway': 'unclassified', 'name': 'Camí 140 o de na Cerdana', 'surface': 'asphalt'}"
"way"	"24413165"	"Carrer Miquel Pellisa"	""	""	"calle de la cerveza"	""	""	""	""	""	"{'alt_name': 'calle de la cerveza', 'highway': 'residential', 'name': 'Carrer Miquel Pellisa', 'oneway': 'yes', 'surface': 'asphalt'}"
