"# Generated by write_osm_objects_report from LangToolsOSM 0.1 with parameters: lang=ca, extra_tag=('name:ca', 'alt_name:ca', 'alt_name'), query=[out:json][timeout:1000]; rel(340500);map_to_area->.municipi; nwr(area.municipi)[name~'^([Aa]vinguda|[Cc]arrer|[Cc]amí|[Pp]arc|[Pp]laça) '][!'name:ca']; out tags qt;"	""	""	""	""	""	""	""	""	""	""	""
"typeOSM"	"idOSM"	"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_type"	"wikidata_id"	"multilang_names"	"all_tags"
"way"	"84424456"	"Carrer de Jaume I ""el conqueridor"""	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Carrer de Jaume I ""el conqueridor""', 'oneway': 'yes', 'surface': 'sett'}"
"way"	"84424465"	"Carrer de la Baronesa de Santa Barbara"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Carrer de la Baronesa de Santa Barbara', 'oneway': 'no'}"
"way"	"222929466"	"Carrer de la Baronesa de Santa Barbara"	""	""	""	""	""	""	""	""	"{'highway': 'footway', 'name': 'Carrer de la Baronesa de Santa Barbara', 'oneway': 'no'}"
"way"	"222929411"	"Carrer de la Baronesa de Santa Barbara"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Carrer de la Baronesa de Santa Barbara', 'oneway': 'no'}"
"way"	"545514778"	"Carrer de la Baronesa de Santa Barbara"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Carrer de la Baronesa de Santa Barbara', 'oneway': 'no', 'surface': 'asphalt'}"
"way"	"545514784"	"Carrer de la Baronesa de Santa Barbara"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Carrer de la Baronesa de Santa Barbara', 'oneway': 'yes', 'surface': 'asphalt'}"
"way"	"545514785"	"Carrer de la Baronesa de Santa Barbara"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Carrer de la Baronesa de Santa Barbara', 'oneway': 'yes', 'surface': 'asphalt'}"
"way"	"1093936194"	"Carrer de la Baronesa de Santa Barbara"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Carrer de la Baronesa de Santa Barbara', 'oneway': 'yes', 'surface': 'asphalt'}"
"way"	"84424518"	"Carrer Nou d'Octubre"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': ""Carrer Nou d'Octubre"", 'oneway': 'no'}"
"way"	"85953489"	"Carrer de la Baronesa de Santa Barbara"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Carrer de la Baronesa de Santa Barbara', 'oneway': 'yes', 'surface': 'asphalt'}"
"way"	"223081680"	"Carrer de la Baronesa de Santa Barbara"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Carrer de la Baronesa de Santa Barbara', 'oneway': 'yes', 'surface': 'asphalt'}"
"way"	"580736138"	"Carrer de la Baronesa de Santa Barbara"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Carrer de la Baronesa de Santa Barbara', 'oneway': 'no', 'surface': 'asphalt'}"
