"# Generated by write_osm_objects_report from LangToolsOSM 0.1 with parameters: lang=ca, extra_tag=('name:ca', 'alt_name:ca', 'alt_name'), query=[out:json][timeout:1000]; rel(343332);map_to_area->.municipi; nwr(area.municipi)[name~'^([Aa]vinguda|[Cc]arrer|[Cc]amí|[Pp]arc|[Pp]laça) '][!'name:ca']; out tags qt;"	""	""	""	""	""	""	""	""	""	""	""
"typeOSM"	"idOSM"	"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_type"	"wikidata_id"	"multilang_names"	"all_tags"
"way"	"81339512"	"Carrer Nou d'Octubre"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': ""Carrer Nou d'Octubre"", 'oneway': 'yes'}"
"way"	"83421620"	"Carrer Nou d'Octubre"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'junction': 'roundabout', 'lanes': '1', 'name': ""Carrer Nou d'Octubre"", 'width': '3'}"
"way"	"83421729"	"Carrer Nou d'Octubre"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': ""Carrer Nou d'Octubre"", 'oneway': 'yes'}"
"way"	"83421730"	"Carrer Nou d'Octubre"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': ""Carrer Nou d'Octubre"", 'oneway': 'yes'}"
"way"	"83421782"	"Carrer Nou d'Octubre"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': ""Carrer Nou d'Octubre""}"
"way"	"112692769"	"Carrer Nou d'Octubre"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': ""Carrer Nou d'Octubre"", 'oneway': 'yes'}"
"way"	"233260216"	"Carrer Nou d'Octubre"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': ""Carrer Nou d'Octubre"", 'oneway': 'yes'}"
"way"	"233260224"	"Carrer Nou d'Octubre"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': ""Carrer Nou d'Octubre"", 'oneway': 'yes'}"
"way"	"81339457"	"Carrer Ana Calabuid ""Anita la Comare"""	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Carrer Ana Calabuid ""Anita la Comare""'}"
"way"	"82246556"	"Carrer Font Terol"	""	""	""	""	""	""	""	""	"{'highway': 'living_street', 'name': 'Carrer Font Terol'}"
