"# Generated by write_osm_objects_report from LangToolsOSM 0.1 with parameters: lang=ca, extra_tag=('name:ca', 'alt_name:ca', 'alt_name'), area=['name:ca'='la Marina Baixa'][admin_level=7], filters=nwr[name~'^[Cc]alle'][!'name:ca']"	""	""	""	""	""	""	""	""	""	""	""
"typeOSM"	"idOSM"	"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_type"	"wikidata_id"	"multilang_names"	"all_tags"
"way"	"1085075474"	"Calle Infiesto"	""	""	""	""	""	""	""	"name:ru=улица Инфиесто"	"{'highway': 'residential', 'name': 'Calle Infiesto', 'name:ru': 'улица Инфиесто', 'oneway': 'yes'}"
"way"	"83351185"	"Calle Murtal"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Murtal', 'oneway': 'yes'}"
"way"	"167271680"	"Calle Murtal"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Murtal', 'oneway': 'yes', 'surface': 'asphalt'}"
"way"	"377962042"	"Calle Murtal"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Murtal', 'oneway': 'yes', 'surface': 'asphalt'}"
"way"	"377962043"	"Calle Murtal"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'maxheight': '2.6', 'name': 'Calle Murtal', 'oneway': 'yes', 'surface': 'asphalt', 'tunnel': 'yes'}"
"way"	"656709171"	"Calle Murtal"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Murtal', 'surface': 'asphalt'}"
"way"	"737836932"	"Calle Murtal"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Murtal', 'oneway': 'yes'}"
"way"	"951417767"	"Calle Murtal"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Murtal', 'oneway': 'yes', 'surface': 'asphalt'}"
"way"	"951417768"	"Calle Murtal"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Murtal', 'oneway': 'yes', 'surface': 'asphalt'}"
