"# Generated by write_osm_objects_report from LangToolsOSM 0.1 with parameters: lang=ca, extra_tag=('name:ca', 'alt_name:ca', 'alt_name'), area=['name:ca'='el Baix Maestrat'][admin_level=7], filters=nwr[name~'^[Cc]alle'][!'name:ca']"	""	""	""	""	""	""	""	""	""	""	""
"typeOSM"	"idOSM"	"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_type"	"wikidata_id"	"multilang_names"	"all_tags"
"way"	"654835569"	"Calle Azahar"	""	""	""	""	""	""	""	""	"{'highway': 'living_street', 'name': 'Calle Azahar'}"
"way"	"60817444"	"Calle La Perdiz"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle La Perdiz', 'oneway': 'no'}"
"way"	"203290722"	"Calle Ensanz"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Ensanz', 'source': 'PNOA;Catastro'}"
"way"	"205130188"	"Calle Antonio Castell"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Antonio Castell', 'source': 'PNOA;Catastro'}"
"way"	"205130261"	"Calle Virgen Ermitaña"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Virgen Ermitaña', 'source': 'PNOA;Catastro', 'surface': 'paving_stones'}"
"way"	"298011557"	"Calle Jaime Sanz Roca"	""	""	""	""	""	""	""	""	"{'highway': 'footway', 'lit': 'yes', 'name': 'Calle Jaime Sanz Roca', 'surface': 'sett'}"
"way"	"663276557"	"Calle Portal del Desafio"	""	""	""	""	""	""	""	""	"{'highway': 'living_street', 'name': 'Calle Portal del Desafio', 'source': 'PNOA;Catastro'}"
"way"	"188872926"	"Calle Los Olivos"	""	""	""	""	""	""	""	""	"{'access': 'private', 'highway': 'service', 'name': 'Calle Los Olivos'}"
"way"	"188872928"	"Calle Los Naranjos"	""	""	""	""	""	""	""	""	"{'access': 'private', 'highway': 'service', 'name': 'Calle Los Naranjos'}"
"way"	"188872929"	"Calle Las Adelfas"	""	""	""	""	""	""	""	""	"{'access': 'private', 'highway': 'service', 'name': 'Calle Las Adelfas'}"
"way"	"203290741"	"Calle Obispo Marrón"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Obispo Marrón', 'source': 'PNOA;Catastro'}"
