"# Generated by write_osm_objects_report from LangToolsOSM 0.1 with parameters: lang=ca, extra_tag=('name:ca', 'alt_name:ca', 'alt_name'), query=[out:json][timeout:1000]; area['name:ca'='la Ribera Alta'][admin_level=7]->.regio; area[name='Països Catalans']->.llengua; ( nwr[name~'^[Cc]alle'][!'name:ca'](area.regio)(area.llengua); ); out tags qt;"	""	""	""	""	""	""	""	""	""	""	""
"typeOSM"	"idOSM"	"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_type"	"wikidata_id"	"multilang_names"	"all_tags"
"way"	"219821828"	"Calle Vicente Pavia Gald"	""	""	""	""	""	""	""	""	"{'highway': 'tertiary', 'name': 'Calle Vicente Pavia Gald', 'oneway': 'yes', 'ref': 'CV-5560'}"
"way"	"219770791"	"Calle Miguel Jarque Cervera"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Miguel Jarque Cervera'}"
"way"	"219770793"	"Calle Proyecto Numero 1"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Proyecto Numero 1'}"
"way"	"219770809"	"Calle Rei Marín I"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Rei Marín I'}"
"way"	"220887697"	"Calle Río Juanes"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Río Juanes'}"
"way"	"220887760"	"Calle Regino Mas"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Regino Mas'}"
"way"	"220887703"	"Calle Haya"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Haya', 'oneway': 'yes'}"
"way"	"220887732"	"Calle Haya"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Haya'}"
"way"	"225713867"	"Calle Andrés Montalva Palencia"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Andrés Montalva Palencia', 'oneway': 'yes'}"
"way"	"195440723"	"Calle Enrique Ortega"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Enrique Ortega', 'oneway': 'yes'}"
"way"	"195440725"	"Calle Andrés Montalva Palencia"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Andrés Montalva Palencia'}"
"way"	"225713823"	"Calle Beato Salvador Estrugo Solves"	""	""	""	""	""	""	""	""	"{'highway': 'pedestrian', 'name': 'Calle Beato Salvador Estrugo Solves'}"
"way"	"225818427"	"Calle José Mateu Alabau"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle José Mateu Alabau', 'oneway': 'yes'}"
"way"	"221412784"	"Calle Buensuceso"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Buensuceso'}"
"way"	"221412817"	"Calle Médico Martín Cabrera"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Médico Martín Cabrera'}"
"way"	"221412767"	"Calle Soledad"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Soledad'}"
"way"	"221412800"	"Calle Miguel Ivars"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Miguel Ivars'}"
"way"	"200563236"	"Calle Franco"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Franco'}"
"way"	"225507325"	"Calle Franco"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Franco', 'oneway': 'yes'}"
"way"	"195440724"	"Calle Pedro Mayoral"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Pedro Mayoral', 'oneway': 'yes'}"
"way"	"225818444"	"Calle Muro"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Muro'}"
"way"	"225818445"	"Calle Trasmuro"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Trasmuro'}"
"way"	"225818397"	"Calle Medio"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Medio'}"
"way"	"195436258"	"Calle Maestro Francisco Rivero"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Maestro Francisco Rivero'}"
"way"	"195440736"	"Calle Consuelo Aranda"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Consuelo Aranda'}"
"way"	"195440738"	"Calle Poeta Vicente Jacinto Pérez"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Poeta Vicente Jacinto Pérez', 'oneway': 'yes'}"
"way"	"195440747"	"Calle Arcipreste Ferrandis"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Arcipreste Ferrandis'}"
"way"	"225713788"	"Calle Federico Soriano"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Federico Soriano', 'oneway': 'yes'}"
"way"	"225713798"	"Calle Reverendo Fernando Cubells"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Reverendo Fernando Cubells', 'oneway': 'yes'}"
"way"	"225818403"	"Calle Primitiva"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Primitiva'}"
"way"	"225818411"	"Calle Emilio Mínguez"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Emilio Mínguez'}"
"way"	"225818421"	"Calle Emilio Mínguez"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Emilio Mínguez', 'oneway': 'yes'}"
"way"	"225818456"	"Calle Carlos Molina"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Carlos Molina'}"
"way"	"225818391"	"Calle Alcalde José Álvarez"	""	""	""	""	""	""	""	""	"{'highway': 'pedestrian', 'name': 'Calle Alcalde José Álvarez'}"
"way"	"225713793"	"Calle Ceramista Ramón Galdón"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Ceramista Ramón Galdón', 'oneway': 'yes'}"
"way"	"225713857"	"Calle Alcalde Vicente Lázaro Andreu"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Alcalde Vicente Lázaro Andreu'}"
"way"	"225713871"	"Calle Alcalde Salvador Hurtado Radal"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Alcalde Salvador Hurtado Radal', 'oneway': 'yes'}"
"way"	"195482649"	"Calle Nuestra Señora de Gracia"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Nuestra Señora de Gracia'}"
"way"	"83404235"	"Calle del Maestro Joaquín Rodrigo"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle del Maestro Joaquín Rodrigo'}"
"way"	"222403620"	"Calle María Salomé Villalba"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle María Salomé Villalba'}"
"way"	"11925220"	"Calle Mestre Castañer"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Mestre Castañer', 'oneway': 'yes'}"
"way"	"14476626"	"Calle Mossen Blanch"	""	""	""	""	""	""	""	""	"{'highway': 'pedestrian', 'name': 'Calle Mossen Blanch'}"
"way"	"18472206"	"Calle Alcalde Torremocha"	""	""	""	""	""	""	""	""	"{'highway': 'pedestrian', 'name': 'Calle Alcalde Torremocha'}"
