"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_type"	"wikidata_id"
"Carrer de la Llanterna"	"Carrer de la Llanterna"						
"Avinguda de Catalunya"	"Avinguda de Catalunya"						
"Calle Voltor"	"Carrer Voltor"						
"Carrer des Bot"	"Carrer des Bot"						
"Plaza de la Concordia"	"Plaça de la Concòrdia"						
"Carrer Veneçuela"	"Carrer Veneçuela"						
"Camí dels Molins"	"Camí dels Molins"						
"Calle del Mas del Safanoriero"	"Carrer del Mas del Safanoriero"						
"Carrer de la Verge de les Aigües Vives"	"Plaça de Camatxo"						
"Plaça de Camatxo"	"Plaça de Camatxo"						
"Carrer de Cornellà Modern"	"Carrer de Cornellà Modern"						
"Plaza Café"	"Plaça Cafè"						
"Carrer Mestra Puri Lloret"	"Carrer Mestra Purificación Lloret"						
"Calle Pintor Agrasot"	"Carrer Pintor Agrasot"						
"Carrer Francesc Forment Martí"	"Carrer Francesc Forment Martí"						
"Plaza de la Sort"	"Plaça de la Sort"						
"Avenida de Toledo"	"Avinguda de Toledo"						
