"# EDITED with R"	""	""	""	""	""	""	""	""	""	""
"name"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_id"	"typeOSM"	"idOSM"	"multilang_names"	"all_tags"	"name:ca"	"alt_name:ca"
"Calle 1"					"way"	"795376114"		"{'highway': 'residential', 'name': 'Calle 1'}"	"Carrer 1"	
"Calle 1"					"way"	" 48427144"		"{'highway': 'residential', 'name': 'Calle 1'}"	"Carrer 1"	
"Calle 1"					"way"	" 21277006"		"{'highway': 'residential', 'name': 'Calle 1'}"	"Carrer 1"	
"Calle 10"					"way"	" 48427115"		"{'highway': 'residential', 'name': 'Calle 10'}"	"Carrer 10"	
"Calle 2"					"way"	" 48427146"		"{'highway': 'residential', 'name': 'Calle 2'}"	"Carrer 2"	
"Calle 3"					"way"	" 48427154"		"{'highway': 'residential', 'name': 'Calle 3'}"	"Carrer 3"	
"Calle 4"					"way"	" 33654956"		"{'highway': 'residential', 'name': 'Calle 4', 'oneway': 'yes'}"	"Carrer 4"	
"Calle 4"					"way"	" 33654955"		"{'highway': 'residential', 'name': 'Calle 4', 'oneway': 'yes'}"	"Carrer 4"	
"Calle 4"					"way"	" 33654957"		"{'highway': 'residential', 'name': 'Calle 4', 'oneway': 'yes'}"	"Carrer 4"	
"Calle 4"					"way"	" 48427099"		"{'highway': 'residential', 'name': 'Calle 4'}"	"Carrer 4"	
"Calle 4"					"way"	" 21275101"		"{'highway': 'residential', 'name': 'Calle 4'}"	"Carrer 4"	
"Calle 5"					"way"	" 48427156"		"{'highway': 'residential', 'name': 'Calle 5'}"	"Carrer 5"	
"Calle 5"					"way"	"256685538"		"{'highway': 'service', 'name': 'Calle 5'}"	"Carrer 5"	
"Calle 8"					"way"	" 48427152"		"{'highway': 'residential', 'name': 'Calle 8'}"	"Carrer 8"	
"Calle Acacias"					"way"	"226955483"		"{'highway': 'residential', 'name': 'Calle Acacias', 'oneway': 'no'}"	"Carrer Acàcies"	
"Calle Acacias"					"way"	" 37764782"		"{'highway': 'residential', 'name': 'Calle Acacias'}"	"Carrer Acàcies"	
"Calle Ausias March"					"way"	" 79596212"		"{'highway': 'residential', 'name': 'Calle Ausias March'}"	"Carrer Ausiàs March"	
"Calle Ausias March"					"way"	" 79596211"		"{'highway': 'residential', 'name': 'Calle Ausias March'}"	"Carrer Ausiàs March"	
"Calle Austria"					"way"	" 49840604"		"{'highway': 'residential', 'name': 'Calle Austria'}"	"Carrer Àustria"	
"Calle Badajoz"					"way"	" 34226122"		"{'highway': 'residential', 'name': 'Calle Badajoz'}"	"Carrer Badajoz"	
"Calle Badajoz"					"way"	"  9281525"		"{'highway': 'residential', 'name': 'Calle Badajoz'}"	"Carrer Badajoz"	
"Calle Badajoz"					"way"	" 10075067"		"{'highway': 'residential', 'name': 'Calle Badajoz'}"	"Carrer Badajoz"	
"Calle Baleares"					"way"	"380881369"		"{'highway': 'residential', 'name': 'Calle Baleares'}"	"Carrer Balears"	
"Calle Benidorm"					"way"	" 49537779"		"{'highway': 'residential', 'name': 'Calle Benidorm', 'oneway': 'no'}"	"Carrer Benidorm"	
"Calle Benidorm"					"way"	" 10075063"		"{'highway': 'residential', 'name': 'Calle Benidorm'}"	"Carrer Benidorm"	
"Calle Benidorm"					"way"	" 49537764"		"{'highway': 'residential', 'name': 'Calle Benidorm', 'oneway': 'yes'}"	"Carrer Benidorm"	
"Calle Burjasot"					"way"	" 34226114"		"{'highway': 'residential', 'name': 'Calle Burjasot'}"	"Carrer Burjassot"	
"Calle Cáceres"					"way"	" 12373581"		"{'highway': 'residential', 'name': 'Calle Cáceres'}"	"Carrer Càceres"	
"Calle Cáceres"					"way"	" 12373684"		"{'highway': 'residential', 'name': 'Calle Cáceres'}"	"Carrer Càceres"	
"Calle Canarias"					"way"	"473557838"		"{'highway': 'residential', 'name': 'Calle Canarias'}"	"Carrer Canàries"	
"Calle Comunidad Valenciana"					"way"	" 79596233"		"{'highway': 'residential', 'name': 'Calle Comunidad Valenciana'}"	"Carrer Comunitat Valenciana"	
"Calle Córdoba"					"way"	" 21887535"		"{'highway': 'residential', 'name': 'Calle Córdoba'}"	"Carrer Córdoba"	
"Calle de Aragón"					"way"	"509653957"		"{'highway': 'residential', 'name': 'Calle de Aragón', 'oneway': 'no'}"	"Carrer d’Aragó"	
"Calle de Asturias"					"way"	" 49839400"		"{'highway': 'residential', 'name': 'Calle de Asturias'}"	"Carrer d'Astúries"	
"Calle de Chile"					"way"	" 49796010"		"{'highway': 'residential', 'name': 'Calle de Chile'}"	"Carrer de Xile"	
"Calle de la Esperanza"					"way"	" 33654521"		"{'highway': 'residential', 'name': 'Calle de la Esperanza'}"	"Carrer de la Esperança"	
"Calle de la Huerta"					"way"	" 34066801"		"{'highway': 'residential', 'name': 'Calle de la Huerta', 'surface': 'asphalt'}"	"Carrer de l’Horta"	
"Calle de la Trinidad"					"way"	" 33654523"		"{'highway': 'residential', 'name': 'Calle de la Trinidad'}"	"Carrer de la Trinitat"	
"Calle de la Vía Láctea"					"way"	"509653948"		"{'highway': 'living_street', 'name': 'Calle de la Vía Láctea', 'oneway': 'no'}"	"Carrer de la Via Làctia"	
"Calle de las Nieves"					"way"	" 35052722"		"{'highway': 'residential', 'name': 'Calle de las Nieves'}"	"Carrer de les Neus"	
"Calle de las Nieves"					"way"	" 35052724"		"{'highway': 'residential', 'name': 'Calle de las Nieves'}"	"Carrer de les Neus"	
"Calle de Sevilla"					"way"	" 49839389"		"{'highway': 'residential', 'name': 'Calle de Sevilla'}"	"Carrer de Sevilla"	
"Calle del sol"					"way"	"689479010"		"{'highway': 'living_street', 'lanes': '1', 'maxspeed': '30', 'name': 'Calle del sol', 'surface': 'unpaved'}"	"Carrer del Sol"	
"Calle Don Juan de Austria"					"way"	"181752232"		"{'highway': 'residential', 'name': 'Calle Don Juan de Austria'}"	"Carrer d’en Joan d’Àustria"	
"Calle Els Serrans"					"way"	" 10075086"		"{'highway': 'residential', 'name': 'Calle Els Serrans'}"	"Carrer Els Serrans"	
"Calle Gandía"					"way"	" 49537796"		"{'highway': 'residential', 'name': 'Calle Gandía', 'oneway': 'no'}"	"Carrer Gandia"	
"Calle Garbí"					"way"	"378978275"		"{'highway': 'unclassified', 'name': 'Calle Garbí', 'oneway': 'yes'}"	"Carrer Garbí"	
"Calle Greco"					"way"	" 31296607"		"{'highway': 'unclassified', 'name': 'Calle Greco'}"	"Carrer Greco"	
"Calle Huelva"					"way"	" 33191304"		"{'highway': 'residential', 'name': 'Calle Huelva'}"	"Carrer Huelva"	
"Calle Ibiza"					"way"	" 35598217"		"{'highway': 'residential', 'name': 'Calle Ibiza', 'oneway': 'yes'}"	"Carrer Eivissa"	
"Calle Isla Mallorca"					"way"	"476061616"		"{'highway': 'residential', 'name': 'Calle Isla Mallorca'}"	"Carrer Illa de Mallorca"	
"Calle Málaga"					"way"	"826223424"		"{'highway': 'tertiary', 'lanes': '2', 'lanes:backward': '1', 'lanes:forward': '1', 'maxspeed': '40', 'name': 'Calle Málaga', 'oneway': 'no', 'ref': 'CV-336', 'surface': 'asphalt'}"	"Carrer Màlaga"	
"Calle Málaga"					"way"	"863256671"		"{'highway': 'tertiary', 'lanes': '2', 'lanes:backward': '1', 'lanes:forward': '1', 'maxspeed': '40', 'name': 'Calle Málaga', 'oneway': 'no', 'ref': 'CV-336', 'surface': 'asphalt'}"	"Carrer Màlaga"	
"Calle Mare Nostrum"					"way"	" 34034417"		"{'highway': 'residential', 'name': 'Calle Mare Nostrum'}"	"Carrer Mare Nostrum"	
"Calle Menorca"					"way"	" 61427174"		"{'highway': 'residential', 'name': 'Calle Menorca'}"	"Carrer Menorca"	
"Calle Menorca"					"way"	"180240401"		"{'highway': 'residential', 'name': 'Calle Menorca'}"	"Carrer Menorca"	
"Calle Moncada"					"way"	" 49537772"		"{'highway': 'residential', 'name': 'Calle Moncada', 'oneway': 'no'}"	"Carrer Montcada"	
"Calle Moncada"					"way"	" 34226116"		"{'highway': 'residential', 'name': 'Calle Moncada'}"	"Carrer Montcada"	
"Calle Oliva"					"way"	" 49537792"		"{'highway': 'residential', 'name': 'Calle Oliva', 'oneway': 'no'}"	"Carrer Oliva"	
"Calle Palleter"					"way"	"380881334"		"{'highway': 'residential', 'name': 'Calle Palleter'}"	"Carrer Palleter"	
"Calle Pintor López"					"way"	" 35273718"		"{'highway': 'residential', 'name': 'Calle Pintor López'}"	"Carrer Pintor López"	
"Calle Pintor López"					"way"	"473320691"		"{'highway': 'residential', 'name': 'Calle Pintor López'}"	"Carrer Pintor López"	
"Calle Pintor Ribera"					"way"	" 79596225"		"{'highway': 'residential', 'name': 'Calle Pintor Ribera'}"	"Carrer Pintor Ribera"	
"Calle Pintor Vergara"					"way"	" 35273716"		"{'highway': 'residential', 'name': 'Calle Pintor Vergara'}"	"Carrer Pintor Vergara"	
"Calle Reino de Valencia"					"way"	" 49840398"		"{'highway': 'residential', 'name': 'Calle Reino de Valencia'}"	"Carrer Regne de València"	
"Calle San Ramón"					"way"	" 34034466"		"{'highway': 'residential', 'name': 'Calle San Ramón'}"	"Carrer Sant Ramon"	
"Calle San Ramón"					"way"	" 34034461"		"{'highway': 'residential', 'name': 'Calle San Ramón'}"	"Carrer Sant Ramon"	
"Calle San Vicente"					"way"	"177757944"		"{'highway': 'residential', 'name': 'Calle San Vicente'}"	"Carrer Sant Vicent"	
"Calle Sevilla"					"way"	" 33191285"		"{'highway': 'residential', 'name': 'Calle Sevilla'}"	"Carrer Sevilla"	
"Calle Sierra de Irta"					"way"	"731768750"		"{'highway': 'residential', 'name': 'Calle Sierra de Irta', 'source': 'PNOA'}"	"Carrer Serra d’Irta"	
"Calle Sierra Morena"					"way"	"149289765"		"{'highway': 'residential', 'name': 'Calle Sierra Morena', 'source': 'PNOA'}"	"Carrer Sierra Morena"	
"Calle Sueca"					"way"	" 49537782"		"{'highway': 'residential', 'name': 'Calle Sueca', 'oneway': 'no'}"	"Carrer Sueca"	
"Calle Sueca"					"way"	" 34226147"		"{'highway': 'residential', 'name': 'Calle Sueca'}"	"Carrer Sueca"	
"Calle Torreblanca"					"way"	" 61096892"		"{'highway': 'residential', 'name': 'Calle Torreblanca'}"	"Carrer Torreblanca"	
"Calle Venus"					"way"	"149289841"		"{'highway': 'residential', 'name': 'Calle Venus', 'source': 'PNOA'}"	"Carrer Venus"	
"Calle Vitoria"					"way"	" 35052689"		"{'highway': 'residential', 'name': 'Calle Vitoria', 'oneway': 'yes'}"	"Carrer Vitòria"	
