"# EDITED with R"	""	""	""	""	""	""	""	""	""	""
"name"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_id"	"typeOSM"	"idOSM"	"multilang_names"	"all_tags"	"name:ca"	"alt_name:ca"
"Calle América"					"way"	"  46195317"	""	"{'highway': 'residential', 'name': 'Calle América', 'oneway': 'yes'}"	"Carrer Amèrica"	
"Calle Calvario"					"way"	"  46195302"	""	"{'highway': 'residential', 'name': 'Calle Calvario', 'oneway': 'yes'}"	"Carrer Calvari"	
"Calle Calvario"					"way"	"  46195301"	""	"{'highway': 'residential', 'name': 'Calle Calvario', 'oneway': 'no'}"	"Carrer Calvari"	
"Calle Calvario"					"way"	"  46195235"	""	"{'highway': 'residential', 'name': 'Calle Calvario', 'oneway': 'yes'}"	"Carrer Calvari"	
"Calle Calvario"					"way"	"  46195313"	""	"{'highway': 'residential', 'name': 'Calle Calvario', 'oneway': 'no'}"	"Carrer Calvari"	
"Calle Calvario"					"way"	"  46195298"	""	"{'highway': 'residential', 'name': 'Calle Calvario', 'oneway': 'no'}"	"Carrer Calvari"	
"Calle Calvario"					"way"	"1016725056"	""	"{'highway': 'residential', 'name': 'Calle Calvario', 'oneway': 'yes'}"	"Carrer Calvari"	
"Calle Calvario"					"way"	"  46195288"	""	"{'highway': 'residential', 'name': 'Calle Calvario', 'oneway': 'no'}"	"Carrer Calvari"	
"Calle Calvario"					"way"	"  46195234"	""	"{'highway': 'residential', 'name': 'Calle Calvario', 'oneway': 'yes'}"	"Carrer Calvari"	
"Calle Calvario"					"way"	"  46195308"	""	"{'highway': 'residential', 'name': 'Calle Calvario', 'oneway': 'yes'}"	"Carrer Calvari"	
"Calle del Sol"					"way"	" 142782673"	""	"{'highway': 'living_street', 'name': 'Calle del Sol', 'oneway': 'no'}"	"Carrer del Sol"	
"Calle del Sol"					"way"	" 142782674"	""	"{'highway': 'living_street', 'name': 'Calle del Sol', 'oneway': 'no'}"	"Carrer del Sol"	
"Calle del Sol"					"way"	" 300923975"	""	"{'highway': 'living_street', 'name': 'Calle del Sol', 'oneway': 'no'}"	"Carrer del Sol"	
