"# Generated by write_osm_objects_report from LangToolsOSM 0.0.15 with parameters: lang=ca, extra_tag=('name:ca', 'alt_name:ca', 'alt_name'), area=['name:ca'='la Plana Alta'][admin_level=7], filters=nwr[name~'^[Cc]amino'][!'name:ca']"	""	""	""	""	""	""	""	""	""	""
"typeOSM"	"idOSM"	"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_id"	"multilang_names"	"all_tags"
"node"	"3018711929"	"Camino Serradal esquina Manuel de Falla"	""	""	""	""	""	""	""	"{'bench': 'yes', 'highway': 'bus_stop', 'name': 'Camino Serradal esquina Manuel de Falla', 'public_transport': 'platform', 'route_ref': '10', 'shelter': 'yes'}"
"node"	"3018711930"	"Camino Serradal esquina Manuel de Falla"	""	""	""	""	""	""	""	"{'bench': 'yes', 'highway': 'bus_stop', 'name': 'Camino Serradal esquina Manuel de Falla', 'public_transport': 'platform', 'route_ref': '10', 'shelter': 'yes'}"
"way"	"34526353"	"Camino del Mar"	""	""	""	""	""	""	""	"{'highway': 'tertiary', 'name': 'Camino del Mar', 'oneway': 'no', 'ref': 'CV-1840'}"
"way"	"496199153"	"Camino de Vilamoncarro"	""	""	""	""	""	""	""	"{'cycleway:right': 'lane', 'highway': 'unclassified', 'name': 'Camino de Vilamoncarro', 'oneway': 'no', 'oneway:bicycle': 'no', 'surface': 'asphalt'}"
"way"	"34573838"	"Camino de Vilamoncarro"	""	""	""	""	""	""	""	"{'highway': 'unclassified', 'name': 'Camino de Vilamoncarro', 'oneway': 'no'}"
"way"	"496199156"	"Camino de Vilamoncarro"	""	""	""	""	""	""	""	"{'cycleway:right': 'lane', 'highway': 'unclassified', 'lane_markings': 'no', 'name': 'Camino de Vilamoncarro', 'oneway': 'yes', 'oneway:bicycle': 'no', 'surface': 'asphalt'}"
"way"	"496199154"	"Camino de Vilamoncarro"	""	""	""	""	""	""	""	"{'highway': 'unclassified', 'name': 'Camino de Vilamoncarro', 'oneway': 'yes', 'surface': 'asphalt'}"
"way"	"34526328"	"Camino del Mar"	""	""	""	""	""	""	""	"{'highway': 'tertiary', 'lane_markings': 'no', 'name': 'Camino del Mar', 'oneway': 'yes', 'ref': 'CV-1840', 'surface': 'asphalt'}"
"way"	"441628793"	"Camino del Mar"	""	""	""	""	""	""	""	"{'highway': 'tertiary', 'lane_markings': 'no', 'name': 'Camino del Mar', 'oneway': 'yes', 'ref': 'CV-1840', 'surface': 'asphalt'}"
"way"	"404742043"	"Camino de Borriol"	""	""	""	""	""	""	""	"{'highway': 'residential', 'lanes': '2', 'name': 'Camino de Borriol', 'oneway': 'no', 'surface': 'asphalt'}"
"way"	"222807474"	"Camino de la Perrera"	""	""	""	""	""	""	""	"{'highway': 'unclassified', 'name': 'Camino de la Perrera', 'oneway': 'no', 'surface': 'asphalt'}"
