name	name:ca	alt_name:ca	alt_name	translations	ca.wikipedia_page	wikidata_id
Calle Llentiscle	Carrer Llentiscle					
Calle Avellaner	Carrer Avellaner					
Calle Bassa Espitges	Carrer Bassa Espitges					
Calle Llebeig	Carrer Llebeig					
Calle Sabata	Carrer Sabata					
Calle Xiprer	Carrer Xiprer					
Calle Grèvol	Carrer Grèvol					
Calle Llevant	Carrer Llevant					
Calle Ginebre	Carrer Ginebre					
Calle del Pi	Carrer del Pi					
Calle Cerc	Carrer Cerc					
Calle Cedre	Carrer Cedre					
Calle Albocer	Carrer Albocer					
Calle de la Bassassa	Carrer de la Bassassa					
Calle del Timó	Carrer del Timó					
Calle de Les Campanilles	Carrer de Les Campanilles					
Calle Azahar						
Calle Els Quatre Termes	Carrer Els Quatre Termes					
Calle del Espigol	Carrer de l’Espigol					
Calle El Molló	Carrer El Molló					
Calle del Camino de l'Atall	Carrer del Camí de l'Atall					
Calle Els Camps	Carrer Els Camps					
Calle de En Canes	Carrer d’En Canes					
Calle de Les Gavines	Carrer de Les Gavines					
Calle Colón						
Calle La Timba	Carrer La Timba					
Calle del Bovalar	Carrer del Bovalar					
Calle Romeral	Carrer Romeral					
Calle Vista Alegre	Carrer Vista Alegre					
Calle La Mola	Carrer La Mola					
Calle del Fonoll	Carrer del Fonoll					
Calle Misionero Grau Albert	Carrer Missioner Grau Albert					
Calle Eucaliptus	Carrer Eucaliptus					
Calle Mas d'Ascla	Carrer Mas d'Ascla					
Calle La Torre	Carrer La Torre					
Calle Mindoro	Carrer Mindoro					
Calle de Jai Alai	Carrer de Jai Alai					
Calle de la Pedrera	Carrer de la Pedrera					
Calle Isla Mascarot	Carrer Illa Mascarot					
Calle Isla Navarrete	Carrer Illa Navarrete					
Calle Isla Columbreta Grande	Carrer Illa Columbreta Grossa					
Calle Isla Lobo	Carrer Illa Lobo					
Calle Aralar	Carrer Aralar					
Calle Mestral	Carrer Mestral					
Calle Xivert	Carrer Xivert					
Calle Gregal	Carrer Gregal					
Calle del Tamarao	Carrer del Tamarao					
Calle Isla Mancolibre	Carrer Illa Mancolibre					
Calle Isla Espinosa	Carrer Illa Espinosa					
Calle Farigola	Carrer Farigola					
Calle La Perdiz						
Calle Isla Valdés	Carrer Illa Valdés					
Calle del Portell	Carrer del Portell					
Calle Pou de Salze	Carrer Pou de Salze					
Calle Penya Ventosa	Carrer Penya Ventosa					
Calle Ensanz						
Calle La Plana	Carrer La Plana					
Calle Polígono Industrial El Campaner Vial 5	Carrer Polígon Industrial El Campaner Vial 5					
Calle Polígono Industrial El Campaner Vial 2	Carrer Polígon Industrial El Campaner Vial 2					
Calle Polígono Industrial El Campaner Vial 6	Carrer Polígon Industrial El Campaner Vial 6					
Calle Polígono Industrial El Campaner Vial 1	Carrer Polígon Industrial El Campaner Vial 1					
Calle Polígono Industrial El Campaner Vial 4	Carrer Polígon Industrial El Campaner Vial 4					
Calle Polígono Industrial El Campaner Vial 3	Carrer Polígon Industrial El Campaner Vial 3					
Calle Ejército Español	Carrer Exèrcit Espanyol					
Calle del Diablo						
Calle Miravista	Carrer Miravista					
Calle del Barrio	Carrer del Barri					
Calle del Corral	Carrer del Corral					
Calle Diagonal	Carrer Diagonal					
Calle C	Carrer C					
Calle del Monte						
Calle del Papa Luna	Carrer del Papa Luna					
Calle Paralela	Carrer Paral·lela					
Calle del Parque	Carrer del Parc					
Calle 1 de Mayo	Carrer 1 de Maig					
Calle Antonio Castell						
Calle Atarazanas	Carrer Atarazanas					
Calle Calderadas	Carrer Calderades					
Calle Gonzalez Granda	Carrer Gonzalez Granda					
Calle Porteta	Carrer Porteta					
Calle del Horno						
Calle Saiz de Carlos	Carrer Saiz de Carlos					
Calle de la Escuela	Carrer de l’Escola					
Calle la Cova	Carrer la Cova					
Calle Molino	Carrer Molí					
Calle Río	Carrer Riu					
Calle Portovera	Carrer Portovera					
Calle Ullal de l'Estany	Carrer Ullal de l'Estany					
Calle Don Juan José Fulladosa	Carrer Don Juan José Fulladosa					
Calle Matilde Thinot	Carrer Matilde Thinot					
Calle Santos Mártires	Carrer Sants Màrtirs					
Calle Solet	Carrer Solet					
Calle de la Paz	Carrer de la Pau					
Calle del Engaño	Carrer de l’Engany					
Calle del Olvido	Carrer del Oblit					
Calle del Príncipe	Carrer del Príncep					
Calle del Suspiro	Carrer del Sospir					
Callejon Gonzalez Granda	Carreró Gonzalez Granda					
Calle Subida al Castillo	Carrer Pujada al Castell					
Calle Jaime Sanz Roca						
Calle Portal del Desafio						
Calle Los Olivos						
Calle Los Naranjos						
Calle Las Adelfas						
Calle Bruselas	Carrer Brussel·les					
Calle Budapest	Carrer Budapest					
Calle Belgrado	Carrer Belgrad					
Calle Copenhague	Carrer Copenhaguen					
Calle Holanda	Carrer Holanda					
Calle París	Carrer París					
Calle Lisboa	Carrer Lisboa					
Calle Vitoria-Gasteiz	Carrer Vitoria-Gasteiz					
Calle Roma	Carrer Roma					
Calle Londres	Carrer Londres					
Calle Praga	Carrer Praga					
Calle Peñiscola	Carrer Peníscola					
Calle Barsella	Carrer Barsella					
Calle Obispo Marrón						
Calle Reverendo Miñana	Carrer Reverend Miñana					
Calle Santa Genoveva	Carrer Santa Genoveva					
Calle la Cenia	Carrer la Sénia					
Calle Castillo	Carrer Castell					
Calle Vallada	Carrer Vallada					
Calle Marsella	Carrer Marsella					
Calle Parras	Carrer Parres					
Callejón Vallada	Carreró Vallada					
Calle Bajo Casas						
Calle Don Sebastian	Carrer Don Sebastian					
Calle Fray Salvador	Carrer Fra Salvador					
Calle General Palau	Carrer General Palau					
Calle Magistrado	Carrer Magistrat					
Calle Mártires	Carrer Màrtirs					
Calle Patio	Carrer Pati					
Calle del Collet	Carrer del Collet					
Calle Treascasas						
Calle Porche						
Calle de la Corte	Carrer de la Cort					
Calle Cerámica	Carrer Ceràmica					
Calle Generalitat Valenciana	Carrer Generalitat Valenciana					
Calle Mosén Daniel Llatje	Carrer Mossèn Daniel Llatje					
Calle Purisima	Carrer Puríssima					
Calle del Doctor Ramón y Cajal	Carrer del Doctor Ramón y Cajal					
Calle Milanes	Carrer Milanes					
Calle Virgén de la Fuente de la Salud						
Callejón del Arrabal	Carreró de l’Arraval					
Calle Ancha	Carrer Ample					
Calle Ateneo	Carrer Ateneu					
Calle Doctor Boldo	Carrer Doctor Boldo					
Calle Legionarios	Carrer Legionaris					
Calle Montse Compte	Carrer Montse Compte					
Calle Mosen Francisco	Carrer Mossèn Francisco					
Calle Pedro Labernía	Carrer Pere Labèrnia					
Calle Virgén Buen Suceso						
Calle Agut	Carrer Agut					
Calle Canonigos Celma						
Calle Capero						
Calle Closa	Carrer Closa					
Calle Cuatro Esquinas						
Calle Estudio	Carrer Estudi					
