name	name:ca	alt_name:ca	alt_name	translations	ca.wikipedia_page	wikidata_id
Calle de los Chalets	Carrer dels Xalets					
Calle Uno						
Calle Trascasa						
Calle Santísimo Misterio del Agua	Carrer Santíssim Misteri de l’Aigua					
Calle Bajo Aragón	Carrer Baix Aragó					
Calle Guadalope	Carrer Guadalop					
Callejón Tras Iglesia						
Calle Diputación Provincial	Carrer Diputació Provincial					
Calle Justicia de Aragón	Carrer Justícia d’Aragó					
Calle Dos	Carrer Dos					
Calle Eras Sancho	Carrer Eres Sancho					
Calle Subida Iglesia						
Calle Maestrazgo	Carrer Maestrat					
Calle Callizo Alta						
Calle Roca	Carrer Roca					
Calle Capellanías						
Calle Depósito	Carrer Dipósit					
Calle Larga	Carrer Llarg					
Calle Calixto						
Calle del Gallo	Carrer del Gall					
Calle Puerto						
Calle Molino de Aceite						
Calle Cuatro Esquinas						
Calle Horno						
Calle de los Arcos	Carrer dels Arcs					
Calle de la Plaza	Carrer de la Plaça					
Calle Herrerías						
Calle Alcañiz	Carrer Alcanyís					
Calle El Pilar	Carrer El Pilar					
Calle Las Moradas						
Calle Travesía de El Pilar	Carrer Travessia del Pilar					
Calle Meson						
Calle Rafec						
Calle Previsores						
Calle de Enmedio						
Calle Jardín	Carrer Jardí					
Calle Bajo Muela						
Calle de Soldevila	Carrer de Soldevila					
Calle de la Muela						
Calle Francia	Carrer França					
Calle del Horno						
Calle Escalereta	Carrer Escalereta					
Calle Centro	Carrer Centre					
Calle del Plano	Carrer del Pla					
Calle Portillo						
Calle Cebollera						
Calle Balsot						
Calle Mariano Vicente	Carrer Mariano Vicente					
Calle Desamparados	Carrer Desemparats					
Calle Herrería						
Calle Albellones						
Calle Eras Altas	Carrer Eres Altes					
Calle Eras de Salvador	Carrer Eres de Salvador					
Calle Isidoro Celma	Carrer Isidoro Celma					
Calle Martires	Carrer Màrtirs					
Calle Nevera	Carrer Nevera					
Calle las Rocas	Carrer les Roques					
Calle Callizo						
Calle Cuesta						
Calle Torre Ciudad	Carrer Torre Ciutat					
Calle Graos						
Calle Eras de Graos						
Calle Balseta						
