name	name:ca	alt_name:ca	alt_name	translations	ca.wikipedia_page	wikidata_id
Calle de Jordana de Pozas	Carrer de Jordana de Pozas					
Calle Abarca de Bolea	Carrer Abarca de Bolea					
Calle del General Pardiñas	Carrer del General Pardiñas					
Calle Matarraña	Carrer Matarranya					
Calle del Molino Alfarda	Carrer del Molí Alfarda					
Calle Teruel	Carrer Teruel					
Calle Nonaspe	Carrer Nonasp					
Calle Las Planas						
Calle Huerto del Señor						
Calle Francisco de Goya	Carrer Francisco de Goya					
Calle Baviera	Carrer Baviera					
Calle Baja						
Calle Alfonso II	Carrer Alfons II					
Calle Carnicer	Carrer Carnicer					
Calle Mina	Carrer Mina					
Calle Norte	Carrer Nord					
Calle Bermúdez de Castro	Carrer Bermúdez de Castro					
Calle Falcón						
Calle Chiprana	Carrer Chiprana					
Calle Cuatro Esquinas						
Calle Aldovaras						
Calle Moleta	Carrer Moleta					
Calle del Penal	Carrer del Penal					
Calle Aire	Carrer Aire					
Calle Fabara	Carrer Favara					
Calle Fayón	Carrer Faió					
Calle Las Eras	Carrer Les Eres					
Calle del Refugio	Carrer del Refugi					
Calle Calatravos	Carrer Calatravos					
Calle Santa Susana	Carrer Santa Susanna					
Calle de Zaragoza	Carrer de Saragossa					
Calle de Pons Cirac	Carrer de Pons Cirac					
Calle Cuartana						
Calle Maella	Carrer Maella					
Calle Zaragoza	Carrer Saragossa					
Calle Rosales						
Calle del Campo de Fútbol	Carrer del Camp de Futbol					
Calle de la Muela						
Calle Millán	Carrer Millán					
Calle Pirineos	Carrer Pirineus					
Calle Horno						
Calle Cosme	Carrer Cosme					
Calle Portal Nou	Carrer Portal Nou					
Calle Eras Bjas						
Calle de la Salud	Carrer de la Salut					
Calle de Detrás						
Calle Trinquete	Carrer Trinquet					
Calle Moncayo	Carrer Moncayo					
Calle Freginals	Carrer Freginals					
Calle Nueva	Carrer Nou					
Calle Tenor Fleta	Carrer Tenor Fleta					
Calle de la Cárcel	Carrer de la Presó					
Calle de los Ensanches						
Calle Sol de Villa						
Calle del Tello	Carrer del Tello					
Calle Pau	Carrer Pau					
Calle Cuesta						
Calle Huche						
Calle Amades	Carrer Amades					
Calle Tejedores						
Calle Vieja						
Calle La Jota	Carrer La Jota					
Calle Eras	Carrer Eres					
Calle del Rabal	Carrer del Raval					
Calle Miñones						
Calle Marcos Camps	Carrer Marcos Camps					
Calle Pablo Serrano	Carrer Pablo Serrano					
Calle Extensión Agraria	Carrer Extensió Agrària					
Calle Joaquín Costa	Carrer Joaquín Costa					
Calle Pobla Masaluca	Carrer Pobla Massaluca					
Calle Agustina de Aragón	Carrer Agustina d’Aragó					
Calle Buenavista						
Calle Compromiso de Caspe	Carrer Compromís de Casp					
