name	name:ca	alt_name:ca	alt_name	translations	ca.wikipedia_page	wikidata_id
Calle Azorín, 40	Carrer Azorín, 40					
Calle Azorín, 6	Carrer Azorín, 6					
Calle La Nucía, fte. 38	Carrer La Nucía, fte. 38					
Calle Ciudad de Matanzas II	Carrer Ciudad de Matanzas II					
Calle Blas De Lezo - I.E.S. 8 De Marzo	Carrer Blas De Lezo - I.E.S. 8 de Març					
Calle Calderón de la Barca, 21	Carrer Calderón de la Barca, 21					
Calle Aureliano Ibarra, 3	Carrer Aureliano Ibarra, 3					
Calle Colombia, 3	Carrer Colòmbia, 3					
Calle Santa Cruz De Tenerife, 35	Carrer Santa Cruz De Tenerife, 35					
Calle Cabañal - Clínica Oftalmológica	Carrer Cabanyal - Clínica Oftalmològica					
Calle Palangre, 4	Carrer Palangre, 4					
Calle Hogar Provincial, 6						
Calle Tomás Capelo, 2	Carrer Tomás Capelo, 2					
Calle Doctor Fleming, 60	Carrer Doctor Fleming, 60					
Calle Gaviota						
Calle Torreón						
Calle del Jardín	Carrer del Jardí					
Calle Paseo Mayor	Carrer Passeig Major					
Calle Picapiedra	Carrer Picapedra					
Calle del Trébol	Carrer del Trebol					
Calle Tomillo						
Calle Maiz						
Calle de la Magnolia	Carrer de la Magnòlia					
Calle de la Begonia	Carrer de la Begònia					
Calle del Genario						
Calle Laurel						
Calle de la Hortensia	Carrer de la Hortènsia					
Calle del Nardo	Carrer del Nardo					
Calle Central	Carrer Central					
Calle del Rublo	Carrer del Ruble					
Calle de la Libra	Carrer de la Liure					
Calle del Marco	Carrer del Marc					
Calle de la Corona	Carrer de la Corona					
Calle del Dracma	Carrer del Dracma					
Calle del Florín	Carrer del Florí					
Calle del Chelín	Carrer del Xíling					
Calle del Yen	Carrer del Ien					
Calle del Dolar	Carrer del Dolar					
Calle del Peso	Carrer del Peso					
Calle de la Sierra Mediana	Carrer de la Serra Mitjana					
Calle del Franco	Carrer del Franc					
Calle Los Monegros	Carrer Els Monegres					
Calle de La Rioja	Carrer de La Rioja					
Calle de Los Monegros	Carrer dels Monegres					
Calle Mercurio	Carrer Mercuri					
Calle de Marte	Carrer de Mart					
Calle Santa Teresa	Carrer Santa Teresa					
Calle Menelao	Carrer Menelau					
Calle Helena de Troya	Carrer Helena de Troia					
Calle Bretón de los Herreros						
Calle Elche	Carrer Elx					
Calle Agua Amarga						
Calle Rincón de León						
Calle Perú	Carrer Perú					
Calle Brasil	Carrer Brasil					
Calle Foglietti	Carrer Foglietti					
Calle Hermanos Machado						
Calle Angelina Bendito	Carrer Angelina Bendito					
Calle Nuevo Babel						
Calle José Ramón Pomares	Carrer José Ramón Pomares					
Calle Burjasot	Carrer Burjassot					
Calle Federico Mayo	Carrer Federico Mayo					
Calle Rosa Chacel	Carrer Rosa Chacel					
Calle General Bonanza	Carrer General Bonanza					
Calle José Juan Domínguez Milán	Carrer José Juan Domínguez Milán					
Calle de Eduardo Marquina						
Calle Arzobispo Loaces						
Calle Pintor Lorenzo Casanova	Carrer Pintor Lorenzo Casanova					
Calle Reyes Católicos	Carrer Reis Catòlics					
Calle Arquitecto Morell	Carrer Arquitecte Morell					
Calle Churruca	Carrer Churruca					
Calle Pintor Aparicio	Carrer Pintor Aparicio					
Calle Alemania	Carrer Alemanya					
Calle Portugal	Carrer Portugal					
Calle Orense	Carrer Ourense					
Calle Cefeo						
Calle Víctor de la Serna	Carrer Víctor de la Serna					
Calle osa menor	Carrer Ossa Menor					
Calle virgen de Fátima						
Calle Hermanos Bernard						
Calle Proción						
Calle Leon XIII						
Calle Orión	Carrer Orió					
Calle Deportista Ramón Mendizábal	Carrer Esportista Ramón Mendizábal					
Calle Deportista Manuel Suárez	Carrer Esportista Manuel Suárez					
Calle Urano	Carrer Urà					
Calle Ángel Celdrán Carratalá	Carrer Ángel Celdrán Carratalá					
Calle Deportista Benjamín Rodríguez	Carrer Esportista Benjamín Rodríguez					
Calle Capitán General Gutiérrez Mellado	Carrer Capità General Gutiérrez Mellado					
Calle Pintor Gisbert	Carrer Pintor Gisbert					
Calle Enrique Cerdán Tato	Carrer Enrique Cerdán Tato					
Calle Cuenca	Carrer Cuenca					
Calle Ceuta	Carrer Ceuta					
Calle Concejal Lorenzo Llaneras						
Calle Rafal	Carrer Rafal					
Calle Ciudad Real	Carrer Ciudad Real					
